cell_barcode,ncounts,hash_umis,pval_demultiplexing,qval_demultiplexing,top_to_second_best_ratio,top_oligo,perturbation,dose_value,well,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,dose_value_num,is_control,treatment_group,n_genes
G07_B02_RT_656,4576,32.0,0.0,0.0,37.6731328806984,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2515,0.72115386,1.5734266,1,,10.0,False,SAHA,2515
F05_B02_RT_588,7470,284.0,0.0,0.0,1.7213837504957,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3486,9.651941,2.2891567,1,,10.0,False,SAHA,3486
E11_A01_RT_604,1005,3.0,0.772695194593588,1.0,1.00878477306003,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,735,3.283582,0.29850745,1,,10.0,False,SAHA,735
D12_A01_RT_446,3209,59.0,0.0,0.0,52.8068739770867,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2099,6.388283,1.8074167,1,,100.0,False,SAHA,2099
G06_B02_RT_578,4634,180.0,0.0,0.0,224.471571906355,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2750,2.7621925,2.5463963,1,,50.0,False,SAHA,2750
E05_A01_RT_425,8903,179.0,0.0,0.0,3.40565078934887,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4034,4.122206,1.662361,1,,10.0,False,SAHA,4034
F04_B02_RT_564,3847,17.0,0.0,0.0,15.6895104895105,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2293,5.1468678,2.8073823,1,,50.0,False,SAHA,2293
H10_A01_RT_425,1278,17.0,0.0,0.0,15.1633045148895,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,950,1.799687,0.9389671,1,,50.0,False,SAHA,950
G03_A01_RT_543,30287,546.0,0.0,0.0,3.82300673862484,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,7662,6.5308547,1.8027537,1,,50.0,False,SAHA,7662
D06_A01_RT_646,8608,37.0,0.0,0.0,32.8052631578947,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3936,4.6584573,1.6496283,1,,50.0,False,SAHA,3936
G01_A01_RT_590,11239,147.0,0.0,0.0,210.344195519348,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4430,5.213987,1.1566865,1,,50.0,False,SAHA,4430
H07_B02_RT_522,3720,97.0,0.0,0.0,110.40192926045,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1966,4.811828,2.5268817,1,,50.0,False,SAHA,1966
G09_B02_RT_481,6468,173.0,0.0,0.0,208.045165843331,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3239,3.030303,2.9993815,1,,50.0,False,SAHA,3239
G07_A01_RT_623,1120,10.0,0.0007977420860628,0.0127638733770057,2.76176971072036,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,818,4.732143,0.44642857,1,,50.0,False,SAHA,818
G02_B02_RT_473,2641,379.0,0.0,0.0,1.39299742980457,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1664,6.9291935,3.0291557,1,,100.0,False,SAHA,1664
A04_A01_RT_740,4921,51.0,0.0,0.0,50.7707948243993,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2747,3.292014,1.9914651,1,,100.0,False,SAHA,2747
E10_A01_RT_392,2769,29.0,0.0,0.0,inf,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1907,1.8418201,1.9140484,1,,100.0,False,SAHA,1907
F12_B02_RT_432,9710,31.0,0.0,0.0,1.19673340358272,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4214,4.6035013,1.822863,1,,10.0,False,SAHA,4214
H02_B02_RT_618,5693,93.0,0.0,0.0,87.6529850746269,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2943,3.9873528,1.5984542,1,,50.0,False,SAHA,2943
A10_B02_RT_541,5069,59.0,0.0,0.0,51.6474358974359,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2540,1.6965871,1.4993095,1,,10.0,False,SAHA,2540
H08_B02_RT_575,4279,137.0,0.0,0.0,170.895615866388,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2613,3.412012,1.6592662,1,,50.0,False,SAHA,2613
G03_A01_RT_460,1831,8.0,0.978361756653538,1.0,2.05844748858447,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1143,7.0999455,0.38230476,1,,10.0,False,SAHA,1143
H11_A01_RT_625,6161,112.0,0.0,0.0,158.882352941176,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3173,2.4671319,0.9414056,1,,50.0,False,SAHA,3173
C08_A01_RT_624,8688,174.0,0.0,0.0,221.829787234043,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4024,7.055709,1.3351749,1,,100.0,False,SAHA,4024
G08_B02_RT_548,9630,44.0,0.0,0.0,36.8312559923298,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3799,14.309449,1.7237798,1,,50.0,False,SAHA,3799
B02_A01_RT_648,5637,177.0,0.0,0.0,170.861736334405,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2852,4.5769024,1.9868724,1,,50.0,False,SAHA,2852
G07_A01_RT_429,1077,4.0,1.47923978748532e-60,7.69204689492368e-59,2.0390131956397,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,801,2.9712164,0.37140206,1,,100.0,False,SAHA,801
D04_A01_RT_472,6155,475.0,0.0,0.0,6.6284703106567,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3039,12.575142,1.5759546,1,,50.0,False,SAHA,3039
B11_A01_RT_454,5744,253.0,0.0,0.0,698.820610687023,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2908,2.7158775,1.9150418,1,,50.0,False,SAHA,2908
B05_A01_RT_676,1095,27.0,0.0,0.0,25.7760968229955,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,730,4.657534,0.2739726,1,,100.0,False,SAHA,730
D05_B02_RT_745,7028,50.0,0.0,0.0,47.6413130504404,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3281,5.3642573,2.191235,1,,10.0,False,SAHA,3281
D12_B02_RT_755,2878,219.0,0.0,0.0,327.762755102041,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1938,2.2237666,1.8415567,1,,100.0,False,SAHA,1938
B02_B02_RT_484,2892,149.0,0.0,0.0,162.86856516977,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1901,3.1466115,1.3485477,1,,50.0,False,SAHA,1901
H02_B02_RT_425,9733,103.0,0.0,0.0,1.06420545746388,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4234,3.6884825,1.2534676,1,,100.0,False,SAHA,4234
B08_A01_RT_401,6977,134.0,0.0,0.0,11.806895286998,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3528,7.3527303,1.8059338,1,,100.0,False,SAHA,3528
B01_B02_RT_616,6188,30.0,5.4825752516943703e-95,1.80924983305914e-93,23.97002997003,SAHA_10_BF07,SAHA,10,BF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3010,4.072398,2.2624435,1,,10.0,False,SAHA,3010
G07_B02_RT_739,10405,436.0,0.0,0.0,1.95530413834638,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4532,4.5170593,2.5564632,1,,100.0,False,SAHA,4532
H12_A01_RT_672,2612,76.0,0.0,0.0,81.2380952380952,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1761,5.5130167,2.37366,1,,50.0,False,SAHA,1761
E07_A01_RT_546,16283,62.0,0.0,0.0,33.677037037037,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5634,5.1587543,1.8731192,1,,10.0,False,SAHA,5634
E11_B02_RT_617,1674,6.0,0.0006797793769371,0.0054382350154974,1.015625,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1124,9.737157,0.23894863,1,,100.0,False,SAHA,1124
A07_A01_RT_483,9681,214.0,0.0,0.0,2.3459188916589,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4393,8.273938,1.6320628,1,,100.0,False,SAHA,4393
D07_A01_RT_615,8041,132.0,0.0,0.0,30.5862282878412,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3741,8.12088,1.3679891,1,,50.0,False,SAHA,3741
E05_A01_RT_396,3157,78.0,0.0,0.0,77.3502109704641,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1855,5.1631293,1.0136205,1,,10.0,False,SAHA,1855
H08_A01_RT_660,4112,173.0,0.0,0.0,3.27875310439325,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2387,8.390078,2.6264591,1,,100.0,False,SAHA,2387
E10_B02_RT_575,1036,6.0,1.55758801984752e-20,1.86910562381702e-19,1.99539877300614,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,753,4.5366797,0.77220076,1,,50.0,False,SAHA,753
G10_B02_RT_490,9267,334.0,0.0,0.0,602.689345314506,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4209,4.424301,2.568253,1,,50.0,False,SAHA,4209
G02_B02_RT_566,1061,4.0,2.8115320571877e-23,6.46652373153171e-22,1.0080971659919,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,777,2.8275213,0.18850142,1,,50.0,False,SAHA,777
B08_B02_RT_433,5364,105.0,0.0,0.0,112.441176470588,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2852,6.077554,0.87621176,1,,10.0,False,SAHA,2852
H07_A01_RT_668,1394,36.0,0.0,0.0,33.9482386772106,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,979,4.7345767,1.0043042,1,,50.0,False,SAHA,979
C09_A01_RT_637,16632,76.0,0.0,0.0,68.8620689655172,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5614,3.4451659,1.4550265,1,,10.0,False,SAHA,5614
G02_A01_RT_468,20581,36.0,0.0,0.0,8.92272727272727,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,6258,8.264905,1.5159613,1,,10.0,False,SAHA,6258
A02_A01_RT_495,6499,48.0,0.0,0.0,49.76,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3283,2.2772734,1.8925989,1,,50.0,False,SAHA,3283
A12_A01_RT_620,3456,66.0,0.0,0.0,62.2340425531915,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2151,5.3819447,1.6203704,1,,50.0,False,SAHA,2151
A06_A01_RT_499,6387,42.0,0.0,0.0,37.8662420382166,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3201,3.9924848,1.4404259,1,,100.0,False,SAHA,3201
G04_A01_RT_438,1495,9.0,5.15124061756085e-07,2.52410790260482e-05,2.00639658848614,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,979,7.3578596,0.26755852,1,,10.0,False,SAHA,979
C05_B02_RT_497,8864,307.0,0.0,0.0,477.514734774067,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4116,3.0234656,1.2861011,1,,100.0,False,SAHA,4116
F11_A01_RT_667,1048,3006.0,0.0,0.0,17561.0452261307,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,665,8.015267,0.47709924,1,,100.0,False,SAHA,665
C08_B02_RT_453,1125,2.0,0.0100946621031406,0.0908519589282655,1.02859866539561,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,727,8.266666,0.35555556,1,,50.0,False,SAHA,727
G11_B02_RT_387,6202,129.0,0.0,0.0,207.821917808219,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3137,3.24089,1.2254112,1,,50.0,False,SAHA,3137
A04_A01_RT_543,7454,88.0,0.0,0.0,5.20168067226891,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3457,4.0649314,2.1867454,1,,10.0,False,SAHA,3457
A11_A01_RT_455,13928,237.0,0.0,0.0,2.51471041756615,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5352,8.357265,1.8236645,1,,100.0,False,SAHA,5352
E10_A01_RT_500,1638,47.0,5.3587952289189504e-76,1.0181710934946e-74,23.935121646912,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1220,5.250305,2.6251526,1,,10.0,False,SAHA,1220
C01_A01_RT_466,5716,68.0,0.0,0.0,60.2563791008505,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2530,7.5752273,1.7844647,1,,10.0,False,SAHA,2530
F05_A01_RT_735,12834,116.0,0.0,0.0,96.5206611570248,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4825,4.573788,2.2674146,1,,100.0,False,SAHA,4825
D01_B02_RT_458,12431,245.0,0.0,0.0,2.28427459588904,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5015,6.612501,2.1398118,1,,50.0,False,SAHA,5015
C08_B02_RT_722,6916,225.0,0.0,0.0,273.68023255814,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3383,3.2967033,1.8218623,1,,100.0,False,SAHA,3383
H07_A01_RT_756,1567,2.0,1.0166885794201501e-74,1.52503286913023e-73,1.0028839221341,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1038,8.359923,1.3401403,1,,50.0,False,SAHA,1038
H12_B02_RT_761,7978,143.0,0.0,0.0,1.16146225509737,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3988,3.2714965,2.406618,1,,10.0,False,SAHA,3988
E01_B02_RT_432,5598,93.0,0.0,0.0,98.5370650529501,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3047,2.1972132,1.2147195,1,,50.0,False,SAHA,3047
G08_B02_RT_676,1184,2.0,0.999991104550647,1.0,1.00195886385896,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,757,2.4493244,0.5912162,1,,50.0,False,SAHA,757
D05_B02_RT_588,2532,14.0,0.0,0.0,12.0980544747082,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1676,2.093207,1.5007899,1,,100.0,False,SAHA,1676
A09_B02_RT_524,10215,204.0,0.0,0.0,196.059459459459,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4055,5.5800295,2.163485,1,,50.0,False,SAHA,4055
G08_B02_RT_630,7445,105.0,0.0,0.0,92.5973154362416,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3651,3.7474816,1.2491605,1,,50.0,False,SAHA,3651
E06_A01_RT_582,3169,146.0,0.0,0.0,4.35069780965303,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2001,5.680025,2.7453456,1,,10.0,False,SAHA,2001
B12_A01_RT_562,5500,105.0,0.0,0.0,5.10281893747741,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2867,5.909091,1.9454546,1,,100.0,False,SAHA,2867
E07_B02_RT_666,6707,68.0,0.0,0.0,71.1320754716981,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3209,8.319666,1.6400775,1,,50.0,False,SAHA,3209
E09_B02_RT_744,8044,117.0,0.0,0.0,112.527459954233,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3728,3.7543511,1.4172053,1,,50.0,False,SAHA,3728
H07_A01_RT_516,3197,21.0,1.0166885794201501e-74,1.52503286913023e-73,18.0,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1900,9.821708,1.6578043,1,,50.0,False,SAHA,1900
F04_A01_RT_630,1135,4.0,4.88903292898721e-10,8.80025927217699e-09,1.00968523002421,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,806,5.3744493,0.3524229,1,,10.0,False,SAHA,806
G12_A01_RT_639,7671,628.0,0.0,0.0,8.00649435671825,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3538,7.0394993,1.3818277,1,,50.0,False,SAHA,3538
A11_A01_RT_686,4896,184.0,0.0,0.0,262.730245231608,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2819,1.7769607,1.7973856,1,,100.0,False,SAHA,2819
F03_B02_RT_388,11554,336.0,0.0,0.0,1.926569233271,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4785,2.181063,1.7569673,1,,50.0,False,SAHA,4785
C09_B02_RT_506,5670,91.0,0.0,0.0,50.162034609334,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2848,1.0934744,1.4991182,1,,10.0,False,SAHA,2848
G07_A01_RT_707,14829,249.0,0.0,0.0,150.459382759844,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5123,4.4979434,1.7533212,1,,100.0,False,SAHA,5123
B04_B02_RT_660,4841,147.0,0.0,0.0,4.64609800362976,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2559,6.321008,2.4375129,1,,10.0,False,SAHA,2559
B01_A01_RT_741,4062,120.0,0.0,0.0,167.705882352941,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2310,3.446578,1.8709995,1,,10.0,False,SAHA,2310
C09_A01_RT_432,1017,5.0,0.0129912159268551,0.129912159268551,1.02824858757062,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,757,4.8180923,0.4916421,1,,50.0,False,SAHA,757
F02_A01_RT_393,13210,515.0,0.0,0.0,491.551459293395,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5137,3.1188493,2.0514762,1,,50.0,False,SAHA,5137
D09_A01_RT_712,12992,63.0,0.0,0.0,58.7777777777778,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4642,6.388547,1.916564,1,,10.0,False,SAHA,4642
F05_A01_RT_425,5311,12.0,1.19738731946201e-72,4.31059435006325e-71,10.1255230125523,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2851,8.906044,4.3118057,1,,10.0,False,SAHA,2851
G03_B02_RT_732,3538,183.0,0.0,0.0,4.22106969205835,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2030,8.338044,2.9112494,1,,100.0,False,SAHA,2030
G06_A01_RT_657,1069,15.0,2.64123724024792e-09,1.02717769805609e-07,2.86916703009158,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,774,2.8999064,0.9354537,1,,100.0,False,SAHA,774
F11_A01_RT_407,5336,190.0,0.0,0.0,195.512876202296,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2841,3.1296852,1.9490255,1,,50.0,False,SAHA,2841
G11_B02_RT_486,4449,200.0,0.0,0.0,191.073836276083,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2358,1.7532029,2.7197123,1,,100.0,False,SAHA,2358
C02_B02_RT_710,1138,3.0,2.30946091928311e-28,3.23324528699635e-27,1.00402144772118,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,798,6.151142,0.17574692,1,,50.0,False,SAHA,798
A01_B02_RT_672,4551,226.0,0.0,0.0,530.97131147541,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2183,13.00813,1.4282576,1,,50.0,False,SAHA,2183
H06_A01_RT_465,2649,23.0,0.0,0.0,28.6299840510367,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1769,3.92601,1.9252548,1,,50.0,False,SAHA,1769
H06_B02_RT_512,8690,371.0,0.0,0.0,428.15017579106,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3951,2.7963176,2.3475258,1,,50.0,False,SAHA,3951
E01_A01_RT_604,9585,99.0,0.0,0.0,2.31123676612127,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4165,8.01252,2.1283255,1,,100.0,False,SAHA,4165
G01_B02_RT_402,2290,6.0,3.68813481689774e-13,4.7945752619670595e-12,1.02173913043478,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1381,3.187773,0.34934497,1,,10.0,False,SAHA,1381
C04_B02_RT_566,21569,231.0,0.0,0.0,5.1536214953271,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,6656,6.064259,1.8035144,1,,50.0,False,SAHA,6656
F11_A01_RT_455,1216,18.0,0.0026498609946881,0.0344481929309458,1.5026714158504,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,837,4.2763157,0.32894737,1,,50.0,False,SAHA,837
A10_A01_RT_463,9818,41.0,0.0,0.0,36.9672,SAHA_10_BF07,SAHA,10,BF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4235,8.18904,1.3240986,1,,10.0,False,SAHA,4235
E10_A01_RT_690,3404,56.0,0.0,0.0,36.4774193548387,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2097,4.318449,1.8507638,1,,50.0,False,SAHA,2097
A11_A01_RT_449,10442,20.0,1.34154422019696e-06,6.70772110098482e-06,16.0,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4381,5.1043863,1.4652365,1,,10.0,False,SAHA,4381
E10_A01_RT_737,1029,11.0,0.0,0.0,2.33474088291747,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,790,4.664723,1.068999,1,,50.0,False,SAHA,790
F01_B02_RT_647,5137,378.0,0.0,0.0,668.235294117647,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2855,0.8954643,2.3943937,1,,50.0,False,SAHA,2855
C12_B02_RT_572,1338,10.0,0.755704543982056,1.0,1.0390625,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,961,4.633782,0.14947683,1,,100.0,False,SAHA,961
