names,scores,logfoldchanges,pvals,pvals_adj,perturbation_label,compound,direction
PRMT1,7.869774,2.333843,3.552822679092742e-15,1.5418053457906603e-13,Nutlin,Nutlin-3A,up
EIF2S3,7.8677816,1.2742605,3.609844204635353e-15,1.5641554292195205e-13,Nutlin,Nutlin-3A,up
NDUFB4,7.864978,2.2542188,3.691626036584013e-15,1.5971495973239354e-13,Nutlin,Nutlin-3A,up
ITPRIPL2,7.8621,1.4185907,3.777456541995086e-15,1.6317921263270846e-13,Nutlin,Nutlin-3A,up
PRDX6,7.8564186,1.1634172,3.952725745957105e-15,1.7049062738041469e-13,Nutlin,Nutlin-3A,up
EIF5A,7.8539834,2.106743,4.0302697423301736e-15,1.7340975935757082e-13,Nutlin,Nutlin-3A,up
PSMA3,7.85391,1.6165894,4.0326427911863635e-15,1.7340975935757082e-13,Nutlin,Nutlin-3A,up
DAG1,7.8453507,1.3898469,4.3174588090752436e-15,1.8537598141147613e-13,Nutlin,Nutlin-3A,up
RAP2B,7.8362746,2.3746114,4.64110014281566e-15,1.9897049296083235e-13,Nutlin,Nutlin-3A,up
SSBP1,7.8311834,1.5741893,4.832991922489808e-15,2.0688417688748667e-13,Nutlin,Nutlin-3A,up
PSAT1,7.8304453,2.3702118,4.861442663859481e-15,2.0778817829328806e-13,Nutlin,Nutlin-3A,up
JAG1,7.829929,1.5292275,4.881456218946811e-15,2.0832937700679929e-13,Nutlin,Nutlin-3A,up
NAP1L4,7.82528,1.2075406,5.065266933732041e-15,2.1584892386180237e-13,Nutlin,Nutlin-3A,up
ERGIC3,7.812146,2.009961,5.622225995703507e-15,2.3922318358295193e-13,Nutlin,Nutlin-3A,up
FASN,7.810892,1.6273625,5.678470999359527e-15,2.412541396999255e-13,Nutlin,Nutlin-3A,up
NPEPPS,7.8045464,1.044419,5.971603493042824e-15,2.5332829309258616e-13,Nutlin,Nutlin-3A,up
PPM1D,7.7971673,1.3360832,6.3312197214301185e-15,2.6818251788622827e-13,Nutlin,Nutlin-3A,up
GCLM,7.791781,1.1635094,6.6071180630556814e-15,2.7945150995652524e-13,Nutlin,Nutlin-3A,up
HNRNPA1,7.7902317,1.3634982,6.688654860018533e-15,2.8247854161431477e-13,Nutlin,Nutlin-3A,up
COASY,7.786616,2.8366904,6.8827786682920905e-15,2.902443183066388e-13,Nutlin,Nutlin-3A,up
NDUFS4,7.7807865,1.0944624,7.207492512693105e-15,3.0348576942748473e-13,Nutlin,Nutlin-3A,up
ADI1,7.779975,2.208786,7.25388551735066e-15,3.0498606497133975e-13,Nutlin,Nutlin-3A,up
PUM1,7.777909,1.0071754,7.37330718352029e-15,3.090899097139023e-13,Nutlin,Nutlin-3A,up
ZNF767P,7.777909,1.2344426,7.37330718352029e-15,3.090899097139023e-13,Nutlin,Nutlin-3A,up
SCARB1,7.7715635,1.2849362,7.752331727229328e-15,3.2449863587330086e-13,Nutlin,Nutlin-3A,up
AP2M1,7.768981,2.361124,7.912018771232596e-15,3.306943774914296e-13,Nutlin,Nutlin-3A,up
ATXN2L,7.76721,2.1987045,8.023385019520052e-15,3.348552057189385e-13,Nutlin,Nutlin-3A,up
TNFAIP8,7.766915,1.0611262,8.042095454086026e-15,3.3514250143807324e-13,Nutlin,Nutlin-3A,up
DNAJC21,7.7638893,1.9203571,8.236370528315116e-15,3.427346079756149e-13,Nutlin,Nutlin-3A,up
MAPK6,7.7631516,1.1455545,8.284451006015808e-15,3.442298718599354e-13,Nutlin,Nutlin-3A,up
SLC35E3,7.762266,2.2399428,8.342512307665143e-15,3.461348664342823e-13,Nutlin,Nutlin-3A,up
SNHG5,7.7580605,2.0870469,8.623818484418744e-15,3.572832868588572e-13,Nutlin,Nutlin-3A,up
PKD2,7.7472873,1.012003,9.38763843658064e-15,3.883604350595944e-13,Nutlin,Nutlin-3A,up
LRRC59,7.725151,2.2124085,1.1172069159104374e-14,4.615074283246352e-13,Nutlin,Nutlin-3A,up
FAT1,7.7207975,1.1160858,1.1560389949867116e-14,4.768534649189728e-13,Nutlin,Nutlin-3A,up
ARL6IP5,7.718584,1.4016122,1.1762904269919864e-14,4.845017168619028e-13,Nutlin,Nutlin-3A,up
NDUFB9,7.7160015,1.8261099,1.2003585938310193e-14,4.936975592450424e-13,Nutlin,Nutlin-3A,up
TAF7,7.709877,1.4372329,1.2593885532751917e-14,5.172254032277157e-13,Nutlin,Nutlin-3A,up
NDUFA13,7.7032366,3.0303712,1.3266265312123032e-14,5.440512683284262e-13,Nutlin,Nutlin-3A,up
MYL12A,7.6903973,1.648221,1.4667873256136926e-14,6.006621276479887e-13,Nutlin,Nutlin-3A,up
SYNGR2,7.6882577,2.5420022,1.491523295047536e-14,6.099103482692219e-13,Nutlin,Nutlin-3A,up
SPNS1,7.6877413,3.7511253,1.497555268088845e-14,6.114945416008889e-13,Nutlin,Nutlin-3A,up
SLFN5,7.686413,1.7821372,1.5131764829640412e-14,6.169841032264028e-13,Nutlin,Nutlin-3A,up
ZBTB4,7.685232,2.284472,1.527196522940739e-14,6.218059636076819e-13,Nutlin,Nutlin-3A,up
PANK2,7.681764,1.3620765,1.5691236799396934e-14,6.379602129430564e-13,Nutlin,Nutlin-3A,up
ATG13,7.6777797,2.3994384,1.618694541475367e-14,6.571714314660308e-13,Nutlin,Nutlin-3A,up
NCOA4,7.655053,2.2945876,1.9323206197147504e-14,7.833777070311387e-13,Nutlin,Nutlin-3A,up
TMEM30A,7.6539464,1.1104852,1.9490338174124797e-14,7.890245759690693e-13,Nutlin,Nutlin-3A,up
UNC45A,7.6461987,2.4288046,2.070074682080179e-14,8.3682990500411e-13,Nutlin,Nutlin-3A,up
CCNI,7.641698,1.4584486,2.143758205648017e-14,8.65382051732956e-13,Nutlin,Nutlin-3A,up
DYNC1LI2,7.6363115,1.5768098,2.235333648124352e-14,9.01065219353455e-13,Nutlin,Nutlin-3A,up
TIMM50,7.6290064,2.19277,2.3656983876594516e-14,9.522608083734878e-13,Nutlin,Nutlin-3A,up
MINK1,7.626867,1.6146662,2.4052825449343122e-14,9.66821230614873e-13,Nutlin,Nutlin-3A,up
CTNNA3,7.6228085,1.3831201,2.4821535896971863e-14,9.963069181988508e-13,Nutlin,Nutlin-3A,up
FXYD5,7.6211114,2.509453,2.515011608140107e-14,1.0080678776729047e-12,Nutlin,Nutlin-3A,up
CPNE8,7.61816,1.0064933,2.5731780100272504e-14,1.0299254018100596e-12,Nutlin,Nutlin-3A,up
PRDX3,7.613437,1.8190577,2.6690076915713386e-14,1.066774893705904e-12,Nutlin,Nutlin-3A,up
SYTL2,7.60687,1.5798002,2.8081292653579546e-14,1.1192231662688287e-12,Nutlin,Nutlin-3A,up
ETFB,7.6053944,2.2295578,2.8403607056344458e-14,1.1304795179251254e-12,Nutlin,Nutlin-3A,up
TRIAP1,7.6008935,3.516291,2.940930537266508e-14,1.1688652112911403e-12,Nutlin,Nutlin-3A,up
FAF2,7.600008,1.0967607,2.9611230610530976e-14,1.1752423712061998e-12,Nutlin,Nutlin-3A,up
PSMC5,7.5953593,3.386562,3.069391803722338e-14,1.2165094396347358e-12,Nutlin,Nutlin-3A,up
BCAP31,7.592408,2.5875578,3.140144808464213e-14,1.2428131785231687e-12,Nutlin,Nutlin-3A,up
UQCRH,7.5907106,1.3523595,3.181551551141018e-14,1.2574450189153998e-12,Nutlin,Nutlin-3A,up
USP7,7.589899,1.3872784,3.2015441366632704e-14,1.2635843697042304e-12,Nutlin,Nutlin-3A,up
SLC20A1,7.586431,1.2591571,3.288367892928024e-14,1.2960468616104916e-12,Nutlin,Nutlin-3A,up
DDX5,7.58348,1.060264,3.364081296244239e-14,1.3240463301801284e-12,Nutlin,Nutlin-3A,up
ZNHIT1,7.579864,2.7218084,3.459169634338838e-14,1.3595832052412482e-12,Nutlin,Nutlin-3A,up
SNX2,7.578241,1.4769962,3.502717481546844e-14,1.374792354460865e-12,Nutlin,Nutlin-3A,up
DUSP4,7.5735183,1.3424214,3.632490805161688e-14,1.4225971805224654e-12,Nutlin,Nutlin-3A,up
ZFHX3,7.573445,1.1143643,3.63455557448749e-14,1.4225971805224654e-12,Nutlin,Nutlin-3A,up
CTNND1,7.562967,1.2973422,3.9397793262235604e-14,1.5399374696072174e-12,Nutlin,Nutlin-3A,up
LARS,7.5627456,1.2022579,3.9464923225751184e-14,1.540436631365478e-12,Nutlin,Nutlin-3A,up
ACBD3,7.5606055,1.4642651,4.011967265671794e-14,1.563839454946455e-12,Nutlin,Nutlin-3A,up
EIF5,7.5603104,1.299937,4.02108171554841e-14,1.5652391985605884e-12,Nutlin,Nutlin-3A,up
NUDT5,7.555662,1.7892112,4.167349220456701e-14,1.6199498245446089e-12,Nutlin,Nutlin-3A,up
ANK3,7.5527105,1.1694535,4.2629198120121835e-14,1.6548304333260446e-12,Nutlin,Nutlin-3A,up
RPN1,7.5505705,1.8872725,4.3335529213965796e-14,1.6799483267652022e-12,Nutlin,Nutlin-3A,up
DTNB,7.5487995,0.96459776,4.392877156268731e-14,1.7006195745128866e-12,Nutlin,Nutlin-3A,up
STX8,7.5474715,1.0477097,4.4378936928653114e-14,1.7157030213972332e-12,Nutlin,Nutlin-3A,up
DAZAP2,7.546365,2.0860083,4.475753729640458e-14,1.7279824140402085e-12,Nutlin,Nutlin-3A,up
DUSP5,7.541347,1.3419967,4.6514074681571613e-14,1.7933548956821447e-12,Nutlin,Nutlin-3A,up
TMEM245,7.5354443,1.0549589,4.8667505428250084e-14,1.8738312076436834e-12,Nutlin,Nutlin-3A,up
GARS,7.5297627,1.4012102,5.083264063558034e-14,1.954539172769438e-12,Nutlin,Nutlin-3A,up
HSPA1B,7.5260735,2.4256158,5.2289000293566805e-14,2.0078125885082604e-12,Nutlin,Nutlin-3A,up
MSN,7.524745,1.2096051,5.2823269110397525e-14,2.0255829500006022e-12,Nutlin,Nutlin-3A,up
GRAMD1A,7.5208344,1.1504092,5.442775646051415e-14,2.084288868348716e-12,Nutlin,Nutlin-3A,up
ESF1,7.5189896,0.99894154,5.520112843109632e-14,2.1110520613770683e-12,Nutlin,Nutlin-3A,up
FAM83H,7.516776,2.7609625,5.614344578255306e-14,2.1441953727573973e-12,Nutlin,Nutlin-3A,up
KIF3B,7.515448,1.5175744,5.671640871587352e-14,2.163162301736775e-12,Nutlin,Nutlin-3A,up
CCNG1,7.514046,1.9206002,5.73274397484812e-14,2.1835282091296512e-12,Nutlin,Nutlin-3A,up
DDX21,7.511242,0.9932137,5.856898165810188e-14,2.227822553325223e-12,Nutlin,Nutlin-3A,up
SPCS1,7.5089545,2.0435388,5.960136538903523e-14,2.264052938866596e-12,Nutlin,Nutlin-3A,up
CHMP2A,7.507848,2.394753,6.010730810062977e-14,2.2802153908375457e-12,Nutlin,Nutlin-3A,up
ITGA6,7.493459,1.0289782,6.708162109706514e-14,2.5413890088885454e-12,Nutlin,Nutlin-3A,up
SARAF,7.4857855,1.2289803,7.11204871919467e-14,2.6908042270298873e-12,Nutlin,Nutlin-3A,up
ASAH1,7.481653,1.7323067,7.339330950050259e-14,2.77309280616699e-12,Nutlin,Nutlin-3A,up
DDB1,7.481432,1.4391631,7.351706240045827e-14,2.774069925837798e-12,Nutlin,Nutlin-3A,up
SLC4A2,7.4802513,2.2725165,7.418055022469799e-14,2.7953835535471962e-12,Nutlin,Nutlin-3A,up
ABHD4,7.476562,2.5366333,7.629211692503287e-14,2.8711367987006394e-12,Nutlin,Nutlin-3A,up
PTOV1,7.4680767,2.203243,8.137550773679531e-14,3.058380819953986e-12,Nutlin,Nutlin-3A,up
PLBD2,7.4656415,1.8703796,8.28947152374262e-14,3.111351576686336e-12,Nutlin,Nutlin-3A,up
SPG21,7.4645348,1.8325548,8.359444726386781e-14,3.1334648764067275e-12,Nutlin,Nutlin-3A,up
PPM1G,7.4640923,1.4218723,8.3875962834038e-14,3.1398639825508174e-12,Nutlin,Nutlin-3A,up
SDF4,7.4628377,2.4240975,8.467866061133808e-14,3.1657307182112117e-12,Nutlin,Nutlin-3A,up
RPS15,7.4584103,2.8751523,8.757252711734315e-14,3.2696051033613573e-12,Nutlin,Nutlin-3A,up
MCFD2,7.4560494,1.4708335,8.915544524499546e-14,3.3243250096745806e-12,Nutlin,Nutlin-3A,up
MRPL33,7.4540567,1.6740546,9.051288082073541e-14,3.370504621153745e-12,Nutlin,Nutlin-3A,up
WIPF2,7.4517694,1.1723838,9.209648086796993e-14,3.4249738514915116e-12,Nutlin,Nutlin-3A,up
ANP32A,7.4475636,1.1978427,9.507964563187589e-14,3.531280469090562e-12,Nutlin,Nutlin-3A,up
RPL36,7.445055,2.2382743,9.690408613833479e-14,3.5943298337540985e-12,Nutlin,Nutlin-3A,up
TIMP2,7.4438004,1.7510068,9.782916571737138e-14,3.6238992132011372e-12,Nutlin,Nutlin-3A,up
NDUFS6,7.4423985,1.7074245,9.887335167037496e-14,3.65779770187348e-12,Nutlin,Nutlin-3A,up
TMEM117,7.440849,1.0334436,1.000401984542841e-13,3.69613969204368e-12,Nutlin,Nutlin-3A,up
KITLG,7.434872,1.0304037,1.046690279543637e-13,3.8621235861598416e-12,Nutlin,Nutlin-3A,up
FAM234A,7.421074,2.2407875,1.1617429827430094e-13,4.281075766576255e-12,Nutlin,Nutlin-3A,up
AHSA1,7.4204836,2.423273,1.1669328448709596e-13,4.294615968565357e-12,Nutlin,Nutlin-3A,up
IRF2BPL,7.414728,2.0716057,1.2187431035017743e-13,4.479473679252047e-12,Nutlin,Nutlin-3A,up
STEAP2,7.413179,1.5150251,1.2330740101974663e-13,4.5262760752559326e-12,Nutlin,Nutlin-3A,up
SNRPA,7.409637,1.7824882,1.2664551154052984e-13,4.642794962529799e-12,Nutlin,Nutlin-3A,up
PSMA5,7.408383,1.5880575,1.278489260223863e-13,4.6808564155327946e-12,Nutlin,Nutlin-3A,up
PPFIBP1,7.408161,0.99037874,1.2806245666489733e-13,4.682624383186917e-12,Nutlin,Nutlin-3A,up
FUCA2,7.4072757,1.8774427,1.289200894104988e-13,4.707909141384942e-12,Nutlin,Nutlin-3A,up
WASF2,7.406464,1.6057338,1.297112095145952e-13,4.7307030311770905e-12,Nutlin,Nutlin-3A,up
PSMB7,7.406243,1.1308254,1.2992779623730802e-13,4.732511426443232e-12,Nutlin,Nutlin-3A,up
PLCL2,7.4024796,1.1530769,1.3366461295753407e-13,4.862372017959693e-12,Nutlin,Nutlin-3A,up
TBK1,7.4015203,0.937766,1.3463390284753897e-13,4.891353254991743e-12,Nutlin,Nutlin-3A,up
AEN,7.3970194,3.4470146,1.3927513990297011e-13,5.053494128771277e-12,Nutlin,Nutlin-3A,up
KIAA0100,7.396208,1.1555177,1.4012865665704217e-13,5.077961473589848e-12,Nutlin,Nutlin-3A,up
GSPT1,7.3953223,1.0608515,1.410656281762943e-13,5.104540837460698e-12,Nutlin,Nutlin-3A,up
DPYSL2,7.395175,1.0641186,1.4122238748567953e-13,5.104540837460698e-12,Nutlin,Nutlin-3A,up
SCARB2,7.390231,1.158542,1.4657389795781376e-13,5.291224357106403e-12,Nutlin,Nutlin-3A,up
APRT,7.3890505,1.7084748,1.4788105743972157e-13,5.331620109067214e-12,Nutlin,Nutlin-3A,up
CNOT1,7.388829,0.99309963,1.481274219093185e-13,5.333716495636935e-12,Nutlin,Nutlin-3A,up
UBR4,7.386025,0.97480226,1.512831640653737e-13,5.440434395031168e-12,Nutlin,Nutlin-3A,up
RPL36AL,7.3804913,2.394214,1.5770668058166696e-13,5.664248307127096e-12,Nutlin,Nutlin-3A,up
BUD31,7.378499,2.3374848,1.600841394806923e-13,5.7423599298783014e-12,Nutlin,Nutlin-3A,up
HIPK3,7.3720794,1.1539731,1.6798692011832045e-13,6.018221671697806e-12,Nutlin,Nutlin-3A,up
SERINC5,7.369718,0.97465146,1.7098908467436995e-13,6.1180412645231e-12,Nutlin,Nutlin-3A,up
MCL1,7.36839,1.4287854,1.7270090304492656e-13,6.171498348659683e-12,Nutlin,Nutlin-3A,up
IGFBP3,7.3655863,1.4074365,1.7637022449386418e-13,6.294684410210482e-12,Nutlin,Nutlin-3A,up
GNB1,7.364922,1.0287665,1.7725043124662602e-13,6.318141787002375e-12,Nutlin,Nutlin-3A,up
HTT,7.3607163,1.2937102,1.8292615303823069e-13,6.512262970850981e-12,Nutlin,Nutlin-3A,up
ZFP36L1,7.3564367,1.0132582,1.8888466352042807e-13,6.715951812850553e-12,Nutlin,Nutlin-3A,up
RPL23A,7.349648,2.5473628,1.9872937863411374e-13,7.057134250292625e-12,Nutlin,Nutlin-3A,up
AP2B1,7.347877,0.994891,2.0137939126871678e-13,7.142289348902248e-12,Nutlin,Nutlin-3A,up
ACLY,7.3419003,1.0457746,2.1058204555588155e-13,7.459342508703214e-12,Nutlin,Nutlin-3A,up
EDA2R,7.3391705,1.8814723,2.1492200247112726e-13,7.603570169821229e-12,Nutlin,Nutlin-3A,up
CANT1,7.3345957,2.6651747,2.2239215133943392e-13,7.856907166456854e-12,Nutlin,Nutlin-3A,up
GPS1,7.334448,2.7319477,2.226373228408799e-13,7.856907166456854e-12,Nutlin,Nutlin-3A,up
P4HA2,7.32825,2.297163,2.331778019419368e-13,8.218647452028116e-12,Nutlin,Nutlin-3A,up
CREBBP,7.3273644,0.99418986,2.3472305846576824e-13,8.262834820873218e-12,Nutlin,Nutlin-3A,up
NDFIP1,7.3269954,1.2884929,2.3536988023888506e-13,8.275324647902637e-12,Nutlin,Nutlin-3A,up
EPHA2,7.326036,1.8632805,2.370598224356208e-13,8.324412946940052e-12,Nutlin,Nutlin-3A,up
QARS,7.323085,2.6491828,2.4233475335181536e-13,8.49911168376701e-12,Nutlin,Nutlin-3A,up
DERL2,7.321461,2.799525,2.4528493533184023e-13,8.591946226741271e-12,Nutlin,Nutlin-3A,up
ATP5G1,7.3165913,1.6596112,2.5434877474146145e-13,8.89843898595498e-12,Nutlin,Nutlin-3A,up
COPS9,7.315706,2.89155,2.560317316510295e-13,8.946272763904899e-12,Nutlin,Nutlin-3A,up
TNFRSF10B,7.314673,1.0980196,2.5800900944296463e-13,9.004260233491049e-12,Nutlin,Nutlin-3A,up
ARF1,7.3115,1.8282043,2.641763312061205e-13,9.208153596210385e-12,Nutlin,Nutlin-3A,up
PLOD1,7.308401,1.8563398,2.703399356480674e-13,9.411416580337757e-12,Nutlin,Nutlin-3A,up
PCBD1,7.30818,2.7454674,2.7078555873856703e-13,9.415363390838666e-12,Nutlin,Nutlin-3A,up
DHX32,7.3075156,1.1235025,2.7212676153897453e-13,9.450402167268946e-12,Nutlin,Nutlin-3A,up
RPL41,7.3039002,2.8370342,2.795441375845629e-13,9.696109878667496e-12,Nutlin,Nutlin-3A,up
HSBP1,7.3021293,2.0045552,2.8324923500146985e-13,9.81261225118784e-12,Nutlin,Nutlin-3A,up
DTD1,7.3016863,1.4457978,2.841830202462618e-13,9.832940693209485e-12,Nutlin,Nutlin-3A,up
ARPC1B,7.297997,1.9886823,2.920830606733914e-13,1.0093963138247031e-11,Nutlin,Nutlin-3A,up
PDCD5,7.2958574,1.8178619,2.967635040581885e-13,1.0243220679660105e-11,Nutlin,Nutlin-3A,up
MEGF8,7.293275,2.1258223,3.025104942113639e-13,1.0428883680001983e-11,Nutlin,Nutlin-3A,up
CANX,7.286634,1.1373774,3.177951417541367e-13,1.0942501490921904e-11,Nutlin,Nutlin-3A,up
LPGAT1,7.2864122,1.0836861,3.183174812741287e-13,1.0947185417895946e-11,Nutlin,Nutlin-3A,up
GALNT2,7.277558,0.9084609,3.399169157084062e-13,1.1675837039205837e-11,Nutlin,Nutlin-3A,up
FKBP4,7.2715073,2.4268072,3.5549780559734566e-13,1.21962431174547e-11,Nutlin,Nutlin-3A,up
CEBPB,7.2604394,2.0845976,3.8583500779089783e-13,1.3221030774822809e-11,Nutlin,Nutlin-3A,up
MAP2K2,7.2554955,2.6725101,4.0019375103151637e-13,1.3696486131317767e-11,Nutlin,Nutlin-3A,up
HLA-E,7.251585,2.6235106,4.1192271700640044e-13,1.4080899824520356e-11,Nutlin,Nutlin-3A,up
TMEM59,7.2447963,1.7156076,4.3308907980797933e-13,1.4786600413974118e-11,Nutlin,Nutlin-3A,up
SMOX,7.239705,1.2602265,4.496612280953273e-13,1.533393487577062e-11,Nutlin,Nutlin-3A,up
NTPCR,7.239041,1.9309865,4.5186820532945556e-13,1.5390674522387152e-11,Nutlin,Nutlin-3A,up
ATP5A1,7.238156,1.4022282,4.548273940090512e-13,1.547286757674489e-11,Nutlin,Nutlin-3A,up
TAPBP,7.237934,1.5291207,4.555701593705747e-13,1.5479552969116722e-11,Nutlin,Nutlin-3A,up
GFPT1,7.237639,1.0555996,4.565623661966544e-13,1.5494687824288373e-11,Nutlin,Nutlin-3A,up
LIPE-AS1,7.236385,1.038148,4.608029703725044e-13,1.5619897816287114e-11,Nutlin,Nutlin-3A,up
NTN4,7.2325478,0.9766566,4.740157428215637e-13,1.6048576009650504e-11,Nutlin,Nutlin-3A,up
PTPRS,7.2256856,1.681552,4.985800833570003e-13,1.686009833194591e-11,Nutlin,Nutlin-3A,up
PPP2CB,7.22421,1.1610973,5.040237998272922e-13,1.7023869415382368e-11,Nutlin,Nutlin-3A,up
ITGA2,7.216093,0.9781161,5.350237735904548e-13,1.804940916191227e-11,Nutlin,Nutlin-3A,up
MORF4L2,7.211445,0.9531422,5.536135029984379e-13,1.8654339414946177e-11,Nutlin,Nutlin-3A,up
MISP,7.209674,2.236049,5.608608701693383e-13,1.8876098977266877e-11,Nutlin,Nutlin-3A,up
YWHAG,7.209305,0.97741103,5.623824209591295e-13,1.8904855332312943e-11,Nutlin,Nutlin-3A,up
IL18,7.205763,1.1392809,5.77197044225692e-13,1.9379869477805284e-11,Nutlin,Nutlin-3A,up
TACC2,7.2022214,0.95221245,5.923946210156389e-13,1.9866602095078316e-11,Nutlin,Nutlin-3A,up
TSPO,7.2019997,2.1805685,5.933574050497057e-13,1.9875368964891917e-11,Nutlin,Nutlin-3A,up
SPPL2A,7.200967,0.9520533,5.978707472633452e-13,2.0002905827566326e-11,Nutlin,Nutlin-3A,up
GXYLT1,7.1924815,1.0409027,6.362426455827534e-13,2.1261608597316116e-11,Nutlin,Nutlin-3A,up
ATP2A2,7.1920385,1.1433902,6.383096860684741e-13,2.1305559344886243e-11,Nutlin,Nutlin-3A,up
ARHGAP22,7.189825,1.4941719,6.48744183505403e-13,2.162836784961895e-11,Nutlin,Nutlin-3A,up
APPBP2,7.189087,0.9433855,6.522594198850842e-13,2.1720008743482392e-11,Nutlin,Nutlin-3A,up
PTGES3,7.1805277,1.061022,6.944279957758906e-13,2.3097066366545995e-11,Nutlin,Nutlin-3A,up
NUPR1,7.1775765,5.8706512,7.095804615236132e-13,2.3573377630312018e-11,Nutlin,Nutlin-3A,up
IARS,7.1750674,0.9979135,7.227148680242849e-13,2.3981608817414736e-11,Nutlin,Nutlin-3A,up
NPM1,7.174846,0.9907041,7.23885178483082e-13,2.3992348757723482e-11,Nutlin,Nutlin-3A,up
GPRC5C,7.1704187,2.870375,7.47685913439256e-13,2.4752246980188827e-11,Nutlin,Nutlin-3A,up
WDR83OS,7.168279,2.9739013,7.594633119292856e-13,2.5112802022697897e-11,Nutlin,Nutlin-3A,up
ELOB,7.1668034,2.4059858,7.676915567814045e-13,2.5355295263486527e-11,Nutlin,Nutlin-3A,up
PLCXD2,7.1660657,1.4188344,7.718384299641685e-13,2.546258140666427e-11,Nutlin,Nutlin-3A,up
CREG1,7.164147,1.9016453,7.827234766241559e-13,2.5791648698343407e-11,Nutlin,Nutlin-3A,up
PITPNA,7.1619334,1.4728605,7.954704600655382e-13,2.6181233330240678e-11,Nutlin,Nutlin-3A,up
FKBP10,7.161343,2.2866337,7.989039271411706e-13,2.626373490409106e-11,Nutlin,Nutlin-3A,up
SF3B2,7.151677,1.6410532,8.572407985489838e-13,2.814888731087034e-11,Nutlin,Nutlin-3A,up
ITGB5,7.1502013,1.0380896,8.665075351332621e-13,2.8417922937631403e-11,Nutlin,Nutlin-3A,up
GDI2,7.1500535,1.0211002,8.674395984561776e-13,2.8417922937631403e-11,Nutlin,Nutlin-3A,up
ATPIF1,7.1487994,2.271426,8.754019686567199e-13,2.8645659339254193e-11,Nutlin,Nutlin-3A,up
TSG101,7.1480613,1.0782905,8.801191788384249e-13,2.8766801949161803e-11,Nutlin,Nutlin-3A,up
POLD4,7.139502,2.6807933,9.366956725567655e-13,3.05807395955226e-11,Nutlin,Nutlin-3A,up
PFN2,7.1390595,2.0840654,9.397171765667259e-13,3.064407980385256e-11,Nutlin,Nutlin-3A,up
HNRNPR,7.137953,1.0697261,9.473128482291026e-13,3.085626608404173e-11,Nutlin,Nutlin-3A,up
PSMB6,7.1305737,2.3838556,9.995130934086846e-13,3.251917570725063e-11,Nutlin,Nutlin-3A,up
SEC31A,7.1240807,0.94942033,1.0477771582789953e-12,3.405035448544744e-11,Nutlin,Nutlin-3A,up
SH3KBP1,7.122531,0.97746044,1.0596285365092634e-12,3.439605208201547e-11,Nutlin,Nutlin-3A,up
RAN,7.1170707,1.8364903,1.1024484752229665e-12,3.574506280419728e-11,Nutlin,Nutlin-3A,up
RBFOX3,7.115964,0.95542145,1.111332924332584e-12,3.5991945611127727e-11,Nutlin,Nutlin-3A,up
KIF1C,7.1151524,2.3098295,1.1178928042677227e-12,3.6121831570511655e-11,Nutlin,Nutlin-3A,up
MRPL28,7.1151524,2.6006517,1.1178928042677227e-12,3.6121831570511655e-11,Nutlin,Nutlin-3A,up
PPM1A,7.1137505,1.1030635,1.129313117725051e-12,3.6449288303066624e-11,Nutlin,Nutlin-3A,up
LPCAT3,7.1116843,1.1616356,1.1463520164361755e-12,3.6957137021351925e-11,Nutlin,Nutlin-3A,up
HNRNPH1,7.107331,0.96892035,1.1830854366775532e-12,3.809549288874423e-11,Nutlin,Nutlin-3A,up
COPE,7.1071835,2.4120984,1.1843506681834876e-12,3.809549288874423e-11,Nutlin,Nutlin-3A,up
KIAA0368,7.1067405,0.9069842,1.1881543344823135e-12,3.8151659390384814e-11,Nutlin,Nutlin-3A,up
DNAJC7,7.106667,1.3001897,1.1887894432108755e-12,3.8151659390384814e-11,Nutlin,Nutlin-3A,up
MARS,7.103199,2.160038,1.2190182990708888e-12,3.907753456908467e-11,Nutlin,Nutlin-3A,up
MLXIP,7.096263,1.2371436,1.2817561339108885e-12,4.1042265901431366e-11,Nutlin,Nutlin-3A,up
PRKD2,7.0953035,2.0846035,1.2906783230989876e-12,4.1281311873565585e-11,Nutlin,Nutlin-3A,up
UGDH,7.094566,1.0792084,1.297582986861022e-12,4.145536266253398e-11,Nutlin,Nutlin-3A,up
BEX3,7.0905814,1.7378112,1.3354991407422665e-12,4.2618665146795435e-11,Nutlin,Nutlin-3A,up
CCDC90B,7.0848994,2.5246797,1.3914514324788042e-12,4.435427524587666e-11,Nutlin,Nutlin-3A,up
CCND1,7.083424,0.97137403,1.4063568215878778e-12,4.477903326983964e-11,Nutlin,Nutlin-3A,up
DCAKD,7.079292,2.2106192,1.4489303302218383e-12,4.6082814475675026e-11,Nutlin,Nutlin-3A,up
C6orf62,7.0772257,1.4493874,1.4706887229269704e-12,4.672239577388395e-11,Nutlin,Nutlin-3A,up
STAT3,7.0767093,0.88372725,1.4761782173367913e-12,4.684427583750278e-11,Nutlin,Nutlin-3A,up
SESN1,7.072577,1.4053992,1.520823931797505e-12,4.815319394332703e-11,Nutlin,Nutlin-3A,up
ARL8B,7.0719867,1.2178553,1.5273090872057575e-12,4.830455905495173e-11,Nutlin,Nutlin-3A,up
LTBR,7.0702896,1.7327107,1.5461054155747514e-12,4.8844520921468567e-11,Nutlin,Nutlin-3A,up
CSRP1,7.0689616,2.394607,1.5609737201688889e-12,4.925932436764585e-11,Nutlin,Nutlin-3A,up
