cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
B10_B02_RT_739,11.781701,6.780273,2,SAHA,SAHA,50.0,3.6748013,3193,A549,lung adenocarcinoma
C07_B02_RT_424,1.3675561,8.188218,1,SAHA,SAHA,10.0,3.2532532,1321,A549,lung adenocarcinoma
D10_B02_RT_485,0.32060185,6.7048054,1,SAHA,SAHA,100.0,3.6563072,792,A549,lung adenocarcinoma
C12_B02_RT_619,0.8419211,6.2151384,1,SAHA,SAHA,100.0,7.2838664,1009,A549,lung adenocarcinoma
D03_A01_RT_554,9.761086,5.2026353,4,SAHA,SAHA,50.0,3.158008,4343,A549,lung adenocarcinoma
F12_A01_RT_522,9.199693,6.767142,2,SAHA,SAHA,10.0,4.0513263,3263,A549,lung adenocarcinoma
B10_B02_RT_458,9.522292,2.9442725,4,SAHA,SAHA,100.0,7.88002,4876,A549,lung adenocarcinoma
A10_B02_RT_521,10.169747,7.0201154,2,SAHA,SAHA,10.0,3.331368,4192,A549,lung adenocarcinoma
H09_B02_RT_531,10.583462,4.5315433,4,SAHA,SAHA,100.0,2.7408197,2141,A549,lung adenocarcinoma
G11_A01_RT_685,11.1587515,2.5088048,4,SAHA,SAHA,100.0,6.522959,5998,A549,lung adenocarcinoma
F01_A01_RT_750,9.828628,6.785677,2,SAHA,SAHA,10.0,4.8018513,1964,A549,lung adenocarcinoma
A07_B02_RT_402,-0.4601366,9.69383,1,SAHA,SAHA,50.0,2.7723546,1534,A549,lung adenocarcinoma
D11_A01_RT_514,11.443374,7.046094,2,SAHA,SAHA,50.0,2.0288308,2960,A549,lung adenocarcinoma
F12_B02_RT_556,8.850702,3.7600193,4,SAHA,SAHA,50.0,7.2327347,4383,A549,lung adenocarcinoma
H09_A01_RT_697,11.542186,4.0811462,4,SAHA,SAHA,50.0,4.2954226,3830,A549,lung adenocarcinoma
B03_B02_RT_400,-1.7137798,7.7105355,1,SAHA,SAHA,50.0,4.244763,1124,A549,lung adenocarcinoma
E10_A01_RT_763,9.716297,3.058717,4,SAHA,SAHA,100.0,5.9535127,5069,A549,lung adenocarcinoma
C08_B02_RT_554,8.303942,6.851024,2,SAHA,SAHA,10.0,3.782399,3258,A549,lung adenocarcinoma
D12_B02_RT_635,1.2415187,8.003495,1,SAHA,SAHA,50.0,3.5739312,1049,A549,lung adenocarcinoma
F05_B02_RT_462,9.44449,-2.7328892,0,SAHA,SAHA,100.0,5.933852,680,A549,lung adenocarcinoma
B12_B02_RT_455,0.07911658,7.687149,1,SAHA,SAHA,10.0,4.43038,811,A549,lung adenocarcinoma
G04_A01_RT_572,1.6725407,9.492868,1,SAHA,SAHA,50.0,5.977584,1451,A549,lung adenocarcinoma
D08_A01_RT_511,9.513615,7.9654174,2,SAHA,SAHA,10.0,10.127417,2451,A549,lung adenocarcinoma
G12_A01_RT_558,11.865308,4.257007,4,SAHA,SAHA,50.0,6.0225396,5053,A549,lung adenocarcinoma
H12_B02_RT_724,10.746111,6.8877664,2,SAHA,SAHA,50.0,3.077461,2911,A549,lung adenocarcinoma
E12_B02_RT_564,9.938935,6.821756,2,SAHA,SAHA,50.0,3.524436,1362,A549,lung adenocarcinoma
A08_B02_RT_447,8.9763365,2.89741,4,SAHA,SAHA,100.0,10.321782,3820,A549,lung adenocarcinoma
G07_B02_RT_467,11.962565,7.20705,2,SAHA,SAHA,50.0,3.82926,3958,A549,lung adenocarcinoma
D02_B02_RT_454,8.956716,4.609974,4,SAHA,SAHA,10.0,6.812652,2368,A549,lung adenocarcinoma
A06_B02_RT_670,9.977386,3.8578098,4,SAHA,SAHA,50.0,4.4671345,3908,A549,lung adenocarcinoma
G10_B02_RT_716,-0.20478055,8.961677,1,SAHA,SAHA,100.0,7.040417,1039,A549,lung adenocarcinoma
C11_B02_RT_471,0.50801104,7.314459,1,SAHA,SAHA,10.0,3.652968,770,A549,lung adenocarcinoma
H04_A01_RT_697,9.488254,3.6074553,4,SAHA,SAHA,10.0,8.578178,3341,A549,lung adenocarcinoma
D08_A01_RT_722,10.268774,3.3392277,4,SAHA,SAHA,50.0,3.467141,5563,A549,lung adenocarcinoma
G04_B02_RT_534,10.0138445,4.9311476,4,SAHA,SAHA,10.0,4.94444,4519,A549,lung adenocarcinoma
G08_B02_RT_606,5.6025405,2.9101799,5,SAHA,SAHA,10.0,8.146537,2883,A549,lung adenocarcinoma
A12_B02_RT_659,8.878872,2.4802387,4,SAHA,SAHA,100.0,5.9555187,5036,A549,lung adenocarcinoma
F12_A01_RT_564,10.123979,4.37418,4,SAHA,SAHA,50.0,5.2226496,2295,A549,lung adenocarcinoma
B05_B02_RT_470,11.798706,6.779627,2,SAHA,SAHA,50.0,1.8765719,2737,A549,lung adenocarcinoma
F07_B02_RT_599,10.454578,4.6191263,4,SAHA,SAHA,50.0,7.2587533,2902,A549,lung adenocarcinoma
D04_A01_RT_630,9.515782,3.404995,4,SAHA,SAHA,10.0,6.063292,4780,A549,lung adenocarcinoma
G08_A01_RT_502,0.3794667,10.102661,1,SAHA,SAHA,10.0,4.601077,1322,A549,lung adenocarcinoma
G07_B02_RT_656,9.512257,7.2298727,2,SAHA,SAHA,10.0,0.72115386,2515,A549,lung adenocarcinoma
F05_B02_RT_588,8.8492985,3.7465947,4,SAHA,SAHA,10.0,9.651941,3486,A549,lung adenocarcinoma
E11_A01_RT_604,0.30041727,9.467327,1,SAHA,SAHA,10.0,3.283582,735,A549,lung adenocarcinoma
D12_A01_RT_446,10.97786,3.8406339,4,SAHA,SAHA,100.0,6.388283,2099,A549,lung adenocarcinoma
G06_B02_RT_578,11.511245,4.376071,4,SAHA,SAHA,50.0,2.7621925,2750,A549,lung adenocarcinoma
E05_A01_RT_425,8.509283,2.7536023,4,SAHA,SAHA,10.0,4.122206,4034,A549,lung adenocarcinoma
F04_B02_RT_564,10.547399,4.5752654,4,SAHA,SAHA,50.0,5.1468678,2293,A549,lung adenocarcinoma
H10_A01_RT_425,11.242408,5.5370436,2,SAHA,SAHA,50.0,1.799687,950,A549,lung adenocarcinoma
G03_A01_RT_543,9.395341,2.8533974,4,SAHA,SAHA,50.0,6.5308547,7662,A549,lung adenocarcinoma
D06_A01_RT_646,11.413383,3.745886,4,SAHA,SAHA,50.0,4.6584573,3936,A549,lung adenocarcinoma
G01_A01_RT_590,9.968256,7.7691383,2,SAHA,SAHA,50.0,5.213987,4430,A549,lung adenocarcinoma
H07_B02_RT_522,10.795233,6.816076,2,SAHA,SAHA,50.0,4.811828,1966,A549,lung adenocarcinoma
G09_B02_RT_481,11.257258,4.386026,4,SAHA,SAHA,50.0,3.030303,3239,A549,lung adenocarcinoma
G07_A01_RT_623,-0.00020108098,9.859756,1,SAHA,SAHA,50.0,4.732143,818,A549,lung adenocarcinoma
G02_B02_RT_473,8.812141,4.101417,4,SAHA,SAHA,100.0,6.9291935,1664,A549,lung adenocarcinoma
A04_A01_RT_740,11.1066065,4.902963,4,SAHA,SAHA,100.0,3.292014,2747,A549,lung adenocarcinoma
E10_A01_RT_392,12.10383,2.980202,4,SAHA,SAHA,100.0,1.8418201,1907,A549,lung adenocarcinoma
F12_B02_RT_432,9.176041,6.27315,2,SAHA,SAHA,10.0,4.6035013,4214,A549,lung adenocarcinoma
H02_B02_RT_618,10.219257,6.877815,2,SAHA,SAHA,50.0,3.9873528,2943,A549,lung adenocarcinoma
A10_B02_RT_541,9.02074,8.3891325,2,SAHA,SAHA,10.0,1.6965871,2540,A549,lung adenocarcinoma
H08_B02_RT_575,11.701997,4.070071,4,SAHA,SAHA,50.0,3.412012,2613,A549,lung adenocarcinoma
G03_A01_RT_460,2.239499,8.141129,1,SAHA,SAHA,10.0,7.0999455,1143,A549,lung adenocarcinoma
H11_A01_RT_625,10.671463,4.4344616,4,SAHA,SAHA,50.0,2.4671319,3173,A549,lung adenocarcinoma
C08_A01_RT_624,11.658421,7.562128,2,SAHA,SAHA,100.0,7.055709,4024,A549,lung adenocarcinoma
G08_B02_RT_548,12.361657,6.892929,2,SAHA,SAHA,50.0,14.309449,3799,A549,lung adenocarcinoma
B02_A01_RT_648,9.155454,5.8679557,2,SAHA,SAHA,50.0,4.5769024,2852,A549,lung adenocarcinoma
G07_A01_RT_429,-0.48805952,7.136482,1,SAHA,SAHA,100.0,2.9712164,801,A549,lung adenocarcinoma
D04_A01_RT_472,8.633203,3.0523763,4,SAHA,SAHA,50.0,12.575142,3039,A549,lung adenocarcinoma
B11_A01_RT_454,11.230192,7.220859,2,SAHA,SAHA,50.0,2.7158775,2908,A549,lung adenocarcinoma
B05_A01_RT_676,1.3782189,9.907956,1,SAHA,SAHA,100.0,4.657534,730,A549,lung adenocarcinoma
D05_B02_RT_745,10.445303,7.585313,2,SAHA,SAHA,10.0,5.3642573,3281,A549,lung adenocarcinoma
D12_B02_RT_755,12.404276,4.3846207,4,SAHA,SAHA,100.0,2.2237666,1938,A549,lung adenocarcinoma
B02_B02_RT_484,11.253646,4.5497675,4,SAHA,SAHA,50.0,3.1466115,1901,A549,lung adenocarcinoma
H02_B02_RT_425,7.189344,1.7810575,0,SAHA,SAHA,100.0,3.6884825,4234,A549,lung adenocarcinoma
B08_A01_RT_401,9.942499,3.3007493,4,SAHA,SAHA,100.0,7.3527303,3528,A549,lung adenocarcinoma
B01_B02_RT_616,8.785431,6.9084578,2,SAHA,SAHA,10.0,4.072398,3010,A549,lung adenocarcinoma
G07_B02_RT_739,9.001446,2.714767,4,SAHA,SAHA,100.0,4.5170593,4532,A549,lung adenocarcinoma
H12_A01_RT_672,10.54612,4.8239136,4,SAHA,SAHA,50.0,5.5130167,1761,A549,lung adenocarcinoma
E07_A01_RT_546,9.884759,6.152601,2,SAHA,SAHA,10.0,5.1587543,5634,A549,lung adenocarcinoma
E11_B02_RT_617,0.589767,6.718069,1,SAHA,SAHA,100.0,9.737157,1124,A549,lung adenocarcinoma
A07_A01_RT_483,12.134939,3.324454,4,SAHA,SAHA,100.0,8.273938,4393,A549,lung adenocarcinoma
D07_A01_RT_615,9.59099,3.5400999,4,SAHA,SAHA,50.0,8.12088,3741,A549,lung adenocarcinoma
E05_A01_RT_396,9.566477,7.7570024,2,SAHA,SAHA,10.0,5.1631293,1855,A549,lung adenocarcinoma
H08_A01_RT_660,11.788416,5.2099533,2,SAHA,SAHA,100.0,8.390078,2387,A549,lung adenocarcinoma
E10_B02_RT_575,0.72618455,6.5531974,1,SAHA,SAHA,50.0,4.5366797,753,A549,lung adenocarcinoma
G10_B02_RT_490,11.130856,3.5570776,4,SAHA,SAHA,50.0,4.424301,4209,A549,lung adenocarcinoma
G02_B02_RT_566,-0.075784855,6.3702116,1,SAHA,SAHA,50.0,2.8275213,777,A549,lung adenocarcinoma
B08_B02_RT_433,12.011646,6.0392485,2,SAHA,SAHA,10.0,6.077554,2852,A549,lung adenocarcinoma
H07_A01_RT_668,10.715348,5.874491,2,SAHA,SAHA,50.0,4.7345767,979,A549,lung adenocarcinoma
C09_A01_RT_637,9.337547,7.578566,2,SAHA,SAHA,10.0,3.4451659,5614,A549,lung adenocarcinoma
G02_A01_RT_468,10.653657,7.293117,2,SAHA,SAHA,10.0,8.264905,6258,A549,lung adenocarcinoma
A02_A01_RT_495,11.354569,6.0895805,2,SAHA,SAHA,50.0,2.2772734,3283,A549,lung adenocarcinoma
A12_A01_RT_620,11.932819,6.4702306,2,SAHA,SAHA,50.0,5.3819447,2151,A549,lung adenocarcinoma
A06_A01_RT_499,12.352251,6.642426,2,SAHA,SAHA,100.0,3.9924848,3201,A549,lung adenocarcinoma
G04_A01_RT_438,1.4996955,8.353399,1,SAHA,SAHA,10.0,7.3578596,979,A549,lung adenocarcinoma
C05_B02_RT_497,12.383688,3.6377296,4,SAHA,SAHA,100.0,3.0234656,4116,A549,lung adenocarcinoma
F11_A01_RT_667,-0.9421015,7.04432,1,SAHA,SAHA,100.0,8.015267,665,A549,lung adenocarcinoma
C08_B02_RT_453,0.30262607,8.072241,1,SAHA,SAHA,50.0,8.266666,727,A549,lung adenocarcinoma
G11_B02_RT_387,12.197241,6.802392,2,SAHA,SAHA,50.0,3.24089,3137,A549,lung adenocarcinoma
A04_A01_RT_543,10.611422,6.455067,2,SAHA,SAHA,10.0,4.0649314,3457,A549,lung adenocarcinoma
A11_A01_RT_455,8.695833,2.095595,4,SAHA,SAHA,100.0,8.357265,5352,A549,lung adenocarcinoma
E10_A01_RT_500,10.091107,6.694855,2,SAHA,SAHA,10.0,5.250305,1220,A549,lung adenocarcinoma
C01_A01_RT_466,8.365332,8.081086,2,SAHA,SAHA,10.0,7.5752273,2530,A549,lung adenocarcinoma
F05_A01_RT_735,10.881376,3.3082938,4,SAHA,SAHA,100.0,4.573788,4825,A549,lung adenocarcinoma
D01_B02_RT_458,10.149045,4.0652595,4,SAHA,SAHA,50.0,6.612501,5015,A549,lung adenocarcinoma
C08_B02_RT_722,12.533451,5.6066337,2,SAHA,SAHA,100.0,3.2967033,3383,A549,lung adenocarcinoma
H07_A01_RT_756,8.827742,4.3028097,3,SAHA,SAHA,50.0,8.359923,1038,A549,lung adenocarcinoma
H12_B02_RT_761,9.396607,4.652564,4,SAHA,SAHA,10.0,3.2714965,3988,A549,lung adenocarcinoma
E01_B02_RT_432,11.5217,6.877514,2,SAHA,SAHA,50.0,2.1972132,3047,A549,lung adenocarcinoma
G08_B02_RT_676,0.67065716,6.857003,1,SAHA,SAHA,50.0,2.4493244,757,A549,lung adenocarcinoma
D05_B02_RT_588,11.714481,3.4818287,4,SAHA,SAHA,100.0,2.093207,1676,A549,lung adenocarcinoma
A09_B02_RT_524,11.18858,6.781458,2,SAHA,SAHA,50.0,5.5800295,4055,A549,lung adenocarcinoma
G08_B02_RT_630,11.7759905,7.115236,2,SAHA,SAHA,50.0,3.7474816,3651,A549,lung adenocarcinoma
E06_A01_RT_582,9.317579,4.864433,2,SAHA,SAHA,10.0,5.680025,2001,A549,lung adenocarcinoma
B12_A01_RT_562,9.226221,4.0061626,4,SAHA,SAHA,100.0,5.909091,2867,A549,lung adenocarcinoma
E07_B02_RT_666,12.058437,5.6362333,2,SAHA,SAHA,50.0,8.319666,3209,A549,lung adenocarcinoma
E09_B02_RT_744,10.68546,4.3336535,4,SAHA,SAHA,50.0,3.7543511,3728,A549,lung adenocarcinoma
H07_A01_RT_516,10.81655,4.4903383,4,SAHA,SAHA,50.0,9.821708,1900,A549,lung adenocarcinoma
F04_A01_RT_630,-0.7097923,7.79749,1,SAHA,SAHA,10.0,5.3744493,806,A549,lung adenocarcinoma
G12_A01_RT_639,6.0731063,3.4899242,5,SAHA,SAHA,50.0,7.0394993,3538,A549,lung adenocarcinoma
A11_A01_RT_686,11.777313,3.7865539,4,SAHA,SAHA,100.0,1.7769607,2819,A549,lung adenocarcinoma
F03_B02_RT_388,8.5011,4.3983784,4,SAHA,SAHA,50.0,2.181063,4785,A549,lung adenocarcinoma
C09_B02_RT_506,8.67109,7.603796,2,SAHA,SAHA,10.0,1.0934744,2848,A549,lung adenocarcinoma
G07_A01_RT_707,12.322688,6.9196477,2,SAHA,SAHA,100.0,4.4979434,5123,A549,lung adenocarcinoma
B04_B02_RT_660,9.083705,6.6958947,2,SAHA,SAHA,10.0,6.321008,2559,A549,lung adenocarcinoma
B01_A01_RT_741,9.750249,6.9196796,2,SAHA,SAHA,10.0,3.446578,2310,A549,lung adenocarcinoma
C09_A01_RT_432,1.5340132,7.889334,1,SAHA,SAHA,50.0,4.8180923,757,A549,lung adenocarcinoma
F02_A01_RT_393,12.201495,4.246654,4,SAHA,SAHA,50.0,3.1188493,5137,A549,lung adenocarcinoma
D09_A01_RT_712,9.1445055,6.777842,2,SAHA,SAHA,10.0,6.388547,4642,A549,lung adenocarcinoma
F05_A01_RT_425,8.77143,1.942917,4,SAHA,SAHA,10.0,8.906044,2851,A549,lung adenocarcinoma
G03_B02_RT_732,9.724921,4.702518,2,SAHA,SAHA,100.0,8.338044,2030,A549,lung adenocarcinoma
G06_A01_RT_657,-0.011787714,9.2331705,1,SAHA,SAHA,100.0,2.8999064,774,A549,lung adenocarcinoma
F11_A01_RT_407,11.040504,6.39696,2,SAHA,SAHA,50.0,3.1296852,2841,A549,lung adenocarcinoma
G11_B02_RT_486,11.278825,5.6064863,2,SAHA,SAHA,100.0,1.7532029,2358,A549,lung adenocarcinoma
C02_B02_RT_710,2.562281,7.9181385,1,SAHA,SAHA,50.0,6.151142,798,A549,lung adenocarcinoma
A01_B02_RT_672,11.083139,3.873229,4,SAHA,SAHA,50.0,13.00813,2183,A549,lung adenocarcinoma
H06_A01_RT_465,11.057787,5.4317174,2,SAHA,SAHA,50.0,3.92601,1769,A549,lung adenocarcinoma
H06_B02_RT_512,11.991258,4.4195614,4,SAHA,SAHA,50.0,2.7963176,3951,A549,lung adenocarcinoma
E01_A01_RT_604,7.7546854,1.8814605,0,SAHA,SAHA,100.0,8.01252,4165,A549,lung adenocarcinoma
G01_B02_RT_402,0.4011728,10.046938,1,SAHA,SAHA,10.0,3.187773,1381,A549,lung adenocarcinoma
C04_B02_RT_566,10.503189,3.2314627,4,SAHA,SAHA,50.0,6.064259,6656,A549,lung adenocarcinoma
F11_A01_RT_455,-0.5833762,6.426518,1,SAHA,SAHA,50.0,4.2763157,837,A549,lung adenocarcinoma
A10_A01_RT_463,8.736666,8.137225,2,SAHA,SAHA,10.0,8.18904,4235,A549,lung adenocarcinoma
E10_A01_RT_690,10.431576,4.972776,4,SAHA,SAHA,50.0,4.318449,2097,A549,lung adenocarcinoma
A11_A01_RT_449,8.933394,6.541707,2,SAHA,SAHA,10.0,5.1043863,4381,A549,lung adenocarcinoma
E10_A01_RT_737,3.797981,3.1398833,5,SAHA,SAHA,50.0,4.664723,790,A549,lung adenocarcinoma
F01_B02_RT_647,11.720404,3.9011183,4,SAHA,SAHA,50.0,0.8954643,2855,A549,lung adenocarcinoma
C12_B02_RT_572,-1.6418229,7.9948525,1,SAHA,SAHA,100.0,4.633782,961,A549,lung adenocarcinoma
B03_A01_RT_740,6.225192,3.6003997,5,SAHA,SAHA,100.0,6.813679,4888,A549,lung adenocarcinoma
E03_A01_RT_515,11.460788,4.4325013,4,SAHA,SAHA,50.0,13.286406,4464,A549,lung adenocarcinoma
C02_A01_RT_582,11.78046,5.6669874,2,SAHA,SAHA,100.0,3.0392158,1354,A549,lung adenocarcinoma
D07_A01_RT_754,10.204436,4.943404,4,SAHA,SAHA,10.0,3.3827567,3867,A549,lung adenocarcinoma
B12_B02_RT_495,11.297491,7.669342,2,SAHA,SAHA,50.0,2.315703,3403,A549,lung adenocarcinoma
D01_A01_RT_540,11.392435,3.9288344,4,SAHA,SAHA,50.0,5.694409,4684,A549,lung adenocarcinoma
B04_A01_RT_404,11.236235,5.1563673,2,SAHA,SAHA,50.0,2.2641509,1010,A549,lung adenocarcinoma
B04_A01_RT_661,8.468349,4.325733,4,SAHA,SAHA,10.0,2.9035559,3870,A549,lung adenocarcinoma
C11_B02_RT_669,12.266538,3.1598346,4,SAHA,SAHA,100.0,8.991647,5965,A549,lung adenocarcinoma
D09_B02_RT_708,12.579073,6.433541,2,SAHA,SAHA,100.0,3.0582805,2055,A549,lung adenocarcinoma
C05_A01_RT_710,2.482608,9.130977,1,SAHA,SAHA,100.0,6.7498164,922,A549,lung adenocarcinoma
B11_A01_RT_696,9.327037,6.006448,2,SAHA,SAHA,10.0,3.2299013,3423,A549,lung adenocarcinoma
G01_B02_RT_710,10.42125,3.7214,4,SAHA,SAHA,100.0,7.8326707,6079,A549,lung adenocarcinoma
B10_B02_RT_721,9.744911,3.1055613,4,SAHA,SAHA,100.0,6.1462917,4923,A549,lung adenocarcinoma
D08_A01_RT_665,10.02429,4.4713387,4,SAHA,SAHA,10.0,4.955224,3473,A549,lung adenocarcinoma
F03_B02_RT_511,10.117452,2.8520641,4,SAHA,SAHA,50.0,5.264332,4159,A549,lung adenocarcinoma
A01_B02_RT_400,11.919406,2.9116144,4,SAHA,SAHA,100.0,3.6345208,5357,A549,lung adenocarcinoma
F01_B02_RT_537,9.527248,6.7045245,2,SAHA,SAHA,10.0,5.58532,3473,A549,lung adenocarcinoma
F02_A01_RT_670,8.98064,7.104998,2,SAHA,SAHA,10.0,6.2133074,5452,A549,lung adenocarcinoma
B11_B02_RT_404,10.365684,4.7690535,4,SAHA,SAHA,50.0,4.6299543,1777,A549,lung adenocarcinoma
H08_A01_RT_478,10.18146,8.240967,2,SAHA,SAHA,50.0,2.8046422,1774,A549,lung adenocarcinoma
A07_B02_RT_393,8.29084,7.197768,2,SAHA,SAHA,10.0,3.44115,4445,A549,lung adenocarcinoma
C01_B02_RT_451,10.160889,5.26067,4,SAHA,SAHA,10.0,2.7416358,3770,A549,lung adenocarcinoma
B01_A01_RT_692,11.880976,6.4226723,2,SAHA,SAHA,100.0,2.9041464,3167,A549,lung adenocarcinoma
A12_B02_RT_701,10.248852,2.4536426,4,SAHA,SAHA,100.0,4.4005103,4371,A549,lung adenocarcinoma
F11_B02_RT_711,12.291073,6.6702595,2,SAHA,SAHA,50.0,3.1113331,3809,A549,lung adenocarcinoma
G05_A01_RT_734,8.593141,6.9102945,2,SAHA,SAHA,10.0,4.4808855,5700,A549,lung adenocarcinoma
C10_A01_RT_483,12.168556,5.805019,2,SAHA,SAHA,100.0,3.3906178,2593,A549,lung adenocarcinoma
D05_A01_RT_424,1.6181623,8.895863,1,SAHA,SAHA,10.0,2.6556017,876,A549,lung adenocarcinoma
D04_A01_RT_520,10.963669,6.657241,2,SAHA,SAHA,50.0,4.264849,2772,A549,lung adenocarcinoma
A07_A01_RT_764,11.619943,7.179351,2,SAHA,SAHA,50.0,3.9332366,3233,A549,lung adenocarcinoma
B03_B02_RT_639,11.531401,3.891137,4,SAHA,SAHA,50.0,4.9106426,3128,A549,lung adenocarcinoma
B02_B02_RT_660,10.472571,5.5549994,2,SAHA,SAHA,10.0,8.043876,826,A549,lung adenocarcinoma
F02_A01_RT_640,8.981104,8.395905,2,SAHA,SAHA,10.0,3.7422497,2450,A549,lung adenocarcinoma
H03_B02_RT_743,11.918425,7.0519185,2,SAHA,SAHA,50.0,1.9488429,3452,A549,lung adenocarcinoma
G02_B02_RT_710,0.48958176,9.7365055,1,SAHA,SAHA,10.0,5.780811,1526,A549,lung adenocarcinoma
H10_B02_RT_508,-0.6536808,7.9139404,1,SAHA,SAHA,10.0,2.559415,802,A549,lung adenocarcinoma
A01_A01_RT_527,9.02996,6.398614,2,SAHA,SAHA,10.0,4.3106875,2602,A549,lung adenocarcinoma
G11_B02_RT_605,9.8308115,2.6770763,4,SAHA,SAHA,100.0,6.4964695,4151,A549,lung adenocarcinoma
G09_B02_RT_486,12.826743,5.445451,2,SAHA,SAHA,100.0,1.9975032,3039,A549,lung adenocarcinoma
F05_A01_RT_663,9.954653,2.807092,4,SAHA,SAHA,100.0,2.4146545,5097,A549,lung adenocarcinoma
C09_B02_RT_399,10.262331,5.878407,2,SAHA,SAHA,10.0,3.2557294,2862,A549,lung adenocarcinoma
A08_B02_RT_466,11.991516,7.208988,2,SAHA,SAHA,50.0,4.354956,2828,A549,lung adenocarcinoma
H04_A01_RT_435,12.512044,4.6418066,4,SAHA,SAHA,100.0,4.4569993,2815,A549,lung adenocarcinoma
F04_A01_RT_572,-0.5474167,7.228856,1,SAHA,SAHA,50.0,6.1299176,791,A549,lung adenocarcinoma
G02_A01_RT_622,10.7564,7.567313,2,SAHA,SAHA,50.0,3.0,4847,A549,lung adenocarcinoma
D12_A01_RT_599,9.533763,5.965656,2,SAHA,SAHA,10.0,5.110132,1528,A549,lung adenocarcinoma
A12_B02_RT_753,12.332294,3.5786111,4,SAHA,SAHA,100.0,3.856619,3964,A549,lung adenocarcinoma
C05_B02_RT_397,11.299159,2.4187524,4,SAHA,SAHA,100.0,2.1018217,4658,A549,lung adenocarcinoma
C05_B02_RT_749,9.004984,6.7236037,2,SAHA,SAHA,10.0,2.4456522,3446,A549,lung adenocarcinoma
B06_A01_RT_458,8.711753,8.5786,2,SAHA,SAHA,10.0,7.495047,3933,A549,lung adenocarcinoma
E07_A01_RT_600,4.99719,3.8736517,5,SAHA,SAHA,50.0,6.2803974,2519,A549,lung adenocarcinoma
F11_B02_RT_728,10.658309,6.2718983,2,SAHA,SAHA,10.0,3.2241423,2220,A549,lung adenocarcinoma
F04_A01_RT_389,11.8613825,6.8745413,2,SAHA,SAHA,50.0,2.7169611,2148,A549,lung adenocarcinoma
C02_B02_RT_686,10.053116,3.5295856,4,SAHA,SAHA,50.0,4.397759,3624,A549,lung adenocarcinoma
D08_B02_RT_622,12.323789,6.106906,2,SAHA,SAHA,100.0,3.3757832,2843,A549,lung adenocarcinoma
H01_A01_RT_656,10.761345,4.748835,4,SAHA,SAHA,50.0,6.0863237,2380,A549,lung adenocarcinoma
A09_B02_RT_722,12.37819,4.3181453,4,SAHA,SAHA,50.0,2.417555,3776,A549,lung adenocarcinoma
C10_A01_RT_592,10.86308,4.563841,4,SAHA,SAHA,50.0,4.071946,2204,A549,lung adenocarcinoma
A07_B02_RT_385,11.274808,2.5661805,4,SAHA,SAHA,100.0,2.3560846,4000,A549,lung adenocarcinoma
H03_A01_RT_599,9.550015,3.9667552,4,SAHA,SAHA,50.0,6.037618,4273,A549,lung adenocarcinoma
F02_B02_RT_583,9.573955,6.595297,2,SAHA,SAHA,10.0,3.0647986,1539,A549,lung adenocarcinoma
G04_A01_RT_725,9.788932,2.6834126,4,SAHA,SAHA,100.0,7.079472,7178,A549,lung adenocarcinoma
G01_B02_RT_502,2.1353385,8.452847,1,SAHA,SAHA,50.0,3.6539896,969,A549,lung adenocarcinoma
B05_B02_RT_399,10.68175,5.9052153,2,SAHA,SAHA,50.0,9.848401,3965,A549,lung adenocarcinoma
D03_B02_RT_628,10.64831,3.6459796,4,SAHA,SAHA,50.0,3.8478198,5381,A549,lung adenocarcinoma
G03_B02_RT_481,8.997388,8.395689,2,SAHA,SAHA,10.0,5.4688783,3002,A549,lung adenocarcinoma
E10_A01_RT_453,12.420159,5.5329547,2,SAHA,SAHA,100.0,4.7097845,1913,A549,lung adenocarcinoma
A06_A01_RT_443,9.271618,4.1764917,4,SAHA,SAHA,100.0,6.023669,3950,A549,lung adenocarcinoma
A12_B02_RT_764,9.10016,7.85215,2,SAHA,SAHA,10.0,7.7916427,3135,A549,lung adenocarcinoma
G11_A01_RT_558,10.896828,4.25841,4,SAHA,SAHA,50.0,10.220545,4721,A549,lung adenocarcinoma
G01_B02_RT_659,12.340209,6.3152275,2,SAHA,SAHA,50.0,2.0703933,1818,A549,lung adenocarcinoma
G07_A01_RT_391,7.8959656,2.913116,4,SAHA,SAHA,100.0,4.89253,6954,A549,lung adenocarcinoma
E05_A01_RT_670,10.97722,7.4178534,2,SAHA,SAHA,50.0,5.28026,2659,A549,lung adenocarcinoma
A06_B02_RT_463,10.231217,3.9271748,4,SAHA,SAHA,50.0,7.528289,4992,A549,lung adenocarcinoma
F06_A01_RT_604,12.71241,3.6230235,4,SAHA,SAHA,100.0,2.5189202,4283,A549,lung adenocarcinoma
G02_B02_RT_674,9.210986,3.7523043,4,SAHA,SAHA,50.0,5.43348,2630,A549,lung adenocarcinoma
A05_A01_RT_481,12.325396,6.013039,2,SAHA,SAHA,100.0,4.1277742,2616,A549,lung adenocarcinoma
A10_B02_RT_752,1.701464,9.517657,1,SAHA,SAHA,10.0,5.112652,841,A549,lung adenocarcinoma
D01_B02_RT_630,1.72069,8.3533125,1,SAHA,SAHA,50.0,5.4937415,1004,A549,lung adenocarcinoma
C06_A01_RT_670,12.410083,3.9864604,4,SAHA,SAHA,50.0,4.0469766,3246,A549,lung adenocarcinoma
