cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
A12_A01_RT_625,11.566043,4.184909,4,SAHA,SAHA,50.0,4.4290757,3497,A549,lung adenocarcinoma
E12_A01_RT_400,9.252671,8.09052,2,SAHA,SAHA,10.0,3.7858741,2701,A549,lung adenocarcinoma
B11_B02_RT_492,12.812316,4.0288954,4,SAHA,SAHA,100.0,3.1897266,3580,A549,lung adenocarcinoma
F01_A01_RT_588,11.915051,5.526119,2,SAHA,SAHA,100.0,3.0644152,2088,A549,lung adenocarcinoma
B10_B02_RT_537,10.114083,4.876445,4,SAHA,SAHA,10.0,2.0154243,4095,A549,lung adenocarcinoma
G02_A01_RT_628,12.69656,6.478224,2,SAHA,SAHA,100.0,2.5322504,4441,A549,lung adenocarcinoma
H10_A01_RT_552,11.578177,5.3078146,2,SAHA,SAHA,10.0,1.2238654,1406,A549,lung adenocarcinoma
H01_B02_RT_503,2.402521,8.229329,1,SAHA,SAHA,100.0,2.7553444,1375,A549,lung adenocarcinoma
C08_A01_RT_578,11.291844,4.2542768,4,SAHA,SAHA,50.0,1.7582418,2243,A549,lung adenocarcinoma
C10_B02_RT_726,8.057306,0.75650346,0,SAHA,SAHA,50.0,2.281089,2827,A549,lung adenocarcinoma
C11_B02_RT_727,0.59008485,9.134726,1,SAHA,SAHA,50.0,4.3010755,889,A549,lung adenocarcinoma
E08_B02_RT_762,9.5530615,2.685498,4,SAHA,SAHA,100.0,7.1698112,5389,A549,lung adenocarcinoma
C03_A01_RT_676,9.428773,5.535173,4,SAHA,SAHA,50.0,6.058811,7230,A549,lung adenocarcinoma
C04_B02_RT_761,10.85273,7.32691,2,SAHA,SAHA,50.0,4.1799364,3455,A549,lung adenocarcinoma
E02_B02_RT_700,11.610899,3.1049566,4,SAHA,SAHA,50.0,3.2401433,3587,A549,lung adenocarcinoma
A08_B02_RT_598,9.742813,3.7809138,4,SAHA,SAHA,50.0,3.6431732,3170,A549,lung adenocarcinoma
G09_B02_RT_742,9.87343,7.5835915,2,SAHA,SAHA,10.0,3.6814332,3663,A549,lung adenocarcinoma
G04_B02_RT_400,8.922939,5.1354036,2,SAHA,SAHA,50.0,4.5172772,7888,A549,lung adenocarcinoma
H04_A01_RT_488,10.418991,7.1609697,2,SAHA,SAHA,50.0,3.5590897,6104,A549,lung adenocarcinoma
H12_B02_RT_424,0.6302927,7.5558352,1,SAHA,SAHA,50.0,3.0849826,1183,A549,lung adenocarcinoma
F02_B02_RT_470,0.21214396,7.626096,1,SAHA,SAHA,50.0,3.6895673,1074,A549,lung adenocarcinoma
B10_B02_RT_691,1.4757314,9.896133,1,SAHA,SAHA,100.0,7.798618,720,A549,lung adenocarcinoma
G07_B02_RT_393,9.525595,6.334568,2,SAHA,SAHA,50.0,4.6300125,4469,A549,lung adenocarcinoma
A11_B02_RT_576,8.028158,0.8684537,0,SAHA,SAHA,100.0,11.111111,3365,A549,lung adenocarcinoma
H08_A01_RT_640,9.009983,3.2204719,4,SAHA,SAHA,10.0,4.3205805,1935,A549,lung adenocarcinoma
A09_A01_RT_636,9.988455,7.7522497,2,SAHA,SAHA,10.0,3.7568145,3782,A549,lung adenocarcinoma
G01_A01_RT_626,8.962365,7.4290714,2,SAHA,SAHA,10.0,5.7446547,7049,A549,lung adenocarcinoma
B01_B02_RT_452,11.610008,6.0710306,2,SAHA,SAHA,10.0,2.2510087,2751,A549,lung adenocarcinoma
E12_B02_RT_692,11.595891,6.0906153,2,SAHA,SAHA,50.0,3.802865,3033,A549,lung adenocarcinoma
F08_B02_RT_729,10.227088,7.6374645,2,SAHA,SAHA,50.0,2.4294937,3060,A549,lung adenocarcinoma
C09_A01_RT_678,11.843264,4.617212,4,SAHA,SAHA,50.0,2.3000824,4897,A549,lung adenocarcinoma
F06_A01_RT_387,-0.68048364,7.4792886,1,SAHA,SAHA,100.0,6.2168307,941,A549,lung adenocarcinoma
C01_B02_RT_692,11.60757,6.4188085,2,SAHA,SAHA,50.0,2.554386,3446,A549,lung adenocarcinoma
A09_A01_RT_396,8.962354,5.6665206,2,SAHA,SAHA,10.0,8.015989,6902,A549,lung adenocarcinoma
D02_B02_RT_706,12.652048,5.6834073,2,SAHA,SAHA,100.0,7.9395084,2426,A549,lung adenocarcinoma
E07_A01_RT_669,8.156709,2.4433756,4,SAHA,SAHA,100.0,9.282341,5213,A549,lung adenocarcinoma
E01_B02_RT_699,10.314439,7.8505816,2,SAHA,SAHA,10.0,3.7784133,3240,A549,lung adenocarcinoma
F02_A01_RT_475,9.123159,7.198228,2,SAHA,SAHA,10.0,4.1718345,4060,A549,lung adenocarcinoma
G06_B02_RT_583,-0.07277377,8.8431015,1,SAHA,SAHA,10.0,3.387622,1070,A549,lung adenocarcinoma
B01_A01_RT_660,10.831777,6.9892426,2,SAHA,SAHA,50.0,2.6481714,3352,A549,lung adenocarcinoma
G09_B02_RT_553,8.647872,8.360644,2,SAHA,SAHA,10.0,4.605947,4122,A549,lung adenocarcinoma
C10_A01_RT_661,8.513346,8.218345,2,SAHA,SAHA,10.0,1.984664,1352,A549,lung adenocarcinoma
H07_A01_RT_708,10.304177,6.1354775,2,SAHA,SAHA,10.0,10.371319,1008,A549,lung adenocarcinoma
D03_A01_RT_442,11.737864,6.116259,2,SAHA,SAHA,50.0,2.3398032,2220,A549,lung adenocarcinoma
H07_B02_RT_539,11.124579,3.9906907,4,SAHA,SAHA,50.0,2.5497615,2955,A549,lung adenocarcinoma
C08_A01_RT_547,12.203677,3.9052048,4,SAHA,SAHA,100.0,2.4599636,5104,A549,lung adenocarcinoma
F01_B02_RT_387,11.005112,7.3747663,2,SAHA,SAHA,50.0,3.012653,2741,A549,lung adenocarcinoma
F02_B02_RT_729,8.57208,8.269079,2,SAHA,SAHA,10.0,7.5014424,1067,A549,lung adenocarcinoma
G10_B02_RT_690,11.112216,5.178123,2,SAHA,SAHA,100.0,3.2759578,1241,A549,lung adenocarcinoma
E03_A01_RT_503,0.96751165,7.3989167,1,SAHA,SAHA,100.0,3.2577903,1018,A549,lung adenocarcinoma
E10_A01_RT_627,9.759044,7.855085,2,SAHA,SAHA,100.0,6.0933447,1572,A549,lung adenocarcinoma
H05_A01_RT_406,8.596848,8.632499,2,SAHA,SAHA,10.0,6.520091,1929,A549,lung adenocarcinoma
G02_B02_RT_479,11.678126,3.9947498,4,SAHA,SAHA,50.0,3.6025095,2812,A549,lung adenocarcinoma
H07_B02_RT_673,11.306878,4.249738,4,SAHA,SAHA,50.0,2.050902,2339,A549,lung adenocarcinoma
E03_A01_RT_388,7.206087,-0.8955137,0,SAHA,SAHA,10.0,7.362885,921,A549,lung adenocarcinoma
D04_A01_RT_617,-1.0787098,6.7643437,1,SAHA,SAHA,50.0,10.318143,810,A549,lung adenocarcinoma
E01_B02_RT_393,10.147748,7.266263,2,SAHA,SAHA,50.0,7.0091596,3569,A549,lung adenocarcinoma
G10_A01_RT_665,10.047365,3.7054152,4,SAHA,SAHA,50.0,4.958678,5750,A549,lung adenocarcinoma
G03_B02_RT_746,1.2548891,7.8712573,1,SAHA,SAHA,10.0,2.7797081,952,A549,lung adenocarcinoma
B07_A01_RT_684,9.739113,7.4248695,2,SAHA,SAHA,10.0,8.466534,2269,A549,lung adenocarcinoma
C01_B02_RT_663,11.851379,3.9393296,4,SAHA,SAHA,100.0,1.9364702,3255,A549,lung adenocarcinoma
C03_A01_RT_503,11.724767,7.416469,2,SAHA,SAHA,50.0,5.2971897,3643,A549,lung adenocarcinoma
F06_A01_RT_510,8.762612,7.682959,2,SAHA,SAHA,10.0,2.982,6276,A549,lung adenocarcinoma
B03_B02_RT_672,10.679302,3.628456,4,SAHA,SAHA,50.0,6.2417746,4472,A549,lung adenocarcinoma
G08_A01_RT_681,12.621878,6.3585067,2,SAHA,SAHA,100.0,2.4852903,4646,A549,lung adenocarcinoma
B11_B02_RT_513,1.5193837,6.572935,1,SAHA,SAHA,50.0,3.860294,776,A549,lung adenocarcinoma
E04_A01_RT_762,12.212867,6.823782,2,SAHA,SAHA,50.0,2.8402803,2861,A549,lung adenocarcinoma
A10_A01_RT_570,12.112075,6.7402434,2,SAHA,SAHA,50.0,4.2130604,3433,A549,lung adenocarcinoma
H05_A01_RT_718,10.632675,7.071872,2,SAHA,SAHA,50.0,3.3397207,2140,A549,lung adenocarcinoma
G09_A01_RT_654,9.610694,6.863847,2,SAHA,SAHA,10.0,6.8277574,3402,A549,lung adenocarcinoma
F06_A01_RT_451,12.001305,3.978843,4,SAHA,SAHA,50.0,2.5655808,5419,A549,lung adenocarcinoma
C04_A01_RT_748,11.007553,4.4579134,4,SAHA,SAHA,50.0,2.9911075,3158,A549,lung adenocarcinoma
B05_B02_RT_390,11.5889845,4.4630938,4,SAHA,SAHA,50.0,6.4489183,4787,A549,lung adenocarcinoma
F05_A01_RT_550,10.2368145,7.6016736,2,SAHA,SAHA,10.0,3.4531186,4817,A549,lung adenocarcinoma
D02_B02_RT_700,10.886899,4.3809724,4,SAHA,SAHA,50.0,4.3337197,2466,A549,lung adenocarcinoma
H02_B02_RT_575,-0.3834998,7.045166,1,SAHA,SAHA,10.0,4.177778,814,A549,lung adenocarcinoma
B06_A01_RT_560,10.7205925,7.988047,2,SAHA,SAHA,10.0,2.7671254,5178,A549,lung adenocarcinoma
G03_B02_RT_463,0.9851868,7.417066,1,SAHA,SAHA,50.0,7.9553905,914,A549,lung adenocarcinoma
H03_B02_RT_396,0.45035508,9.9564905,1,SAHA,SAHA,10.0,4.195271,917,A549,lung adenocarcinoma
E07_B02_RT_492,11.365645,5.655946,4,SAHA,SAHA,50.0,5.018516,3635,A549,lung adenocarcinoma
G01_A01_RT_721,11.39471,4.3348536,4,SAHA,SAHA,50.0,2.3758233,5639,A549,lung adenocarcinoma
A08_A01_RT_508,8.8202095,8.290657,2,SAHA,SAHA,10.0,3.6762688,2072,A549,lung adenocarcinoma
G03_A01_RT_613,11.960966,6.691687,2,SAHA,SAHA,50.0,2.1746516,5365,A549,lung adenocarcinoma
G06_A01_RT_440,1.753271,8.071638,1,SAHA,SAHA,50.0,5.5905514,863,A549,lung adenocarcinoma
C05_A01_RT_403,7.16066,2.746154,4,SAHA,SAHA,50.0,4.3963914,5689,A549,lung adenocarcinoma
B06_A01_RT_696,8.905596,7.383603,2,SAHA,SAHA,10.0,6.5508604,5940,A549,lung adenocarcinoma
E06_B02_RT_707,1.4726013,6.9382424,1,SAHA,SAHA,100.0,3.707317,720,A549,lung adenocarcinoma
A12_B02_RT_702,11.628772,3.512816,4,SAHA,SAHA,50.0,1.8117338,4953,A549,lung adenocarcinoma
A07_B02_RT_550,11.045686,3.8838992,4,SAHA,SAHA,50.0,2.2886324,4350,A549,lung adenocarcinoma
F02_A01_RT_686,8.0197935,-0.8626518,0,SAHA,SAHA,10.0,7.7659183,1811,A549,lung adenocarcinoma
C11_B02_RT_730,11.25051,4.1701484,4,SAHA,SAHA,50.0,6.503981,4065,A549,lung adenocarcinoma
F01_B02_RT_521,9.875454,2.8254833,4,SAHA,SAHA,50.0,6.9863963,5158,A549,lung adenocarcinoma
F10_B02_RT_694,12.931719,6.3561096,2,SAHA,SAHA,100.0,1.558161,3282,A549,lung adenocarcinoma
E12_B02_RT_396,9.435318,2.4624243,4,SAHA,SAHA,50.0,8.67347,5726,A549,lung adenocarcinoma
B11_A01_RT_462,12.661138,3.927081,4,SAHA,SAHA,100.0,3.7013502,3303,A549,lung adenocarcinoma
C08_B02_RT_685,9.354915,6.4784975,2,SAHA,SAHA,10.0,4.811828,3468,A549,lung adenocarcinoma
B04_B02_RT_754,10.95253,7.44012,2,SAHA,SAHA,10.0,5.452185,3964,A549,lung adenocarcinoma
A04_A01_RT_617,10.61557,6.860331,2,SAHA,SAHA,10.0,5.8411884,3278,A549,lung adenocarcinoma
H11_A01_RT_671,7.1184506,0.458493,0,SAHA,SAHA,50.0,7.592367,2671,A549,lung adenocarcinoma
F09_B02_RT_549,11.622854,5.854366,2,SAHA,SAHA,50.0,6.314767,1892,A549,lung adenocarcinoma
B12_B02_RT_705,11.309164,2.789654,4,SAHA,SAHA,100.0,3.3652399,6144,A549,lung adenocarcinoma
D08_B02_RT_428,12.537156,3.7087774,4,SAHA,SAHA,100.0,3.75582,4294,A549,lung adenocarcinoma
D02_B02_RT_742,12.296169,4.77292,4,SAHA,SAHA,50.0,6.6225166,2909,A549,lung adenocarcinoma
G04_A01_RT_462,9.673379,7.688788,2,SAHA,SAHA,10.0,5.2876234,4978,A549,lung adenocarcinoma
B11_A01_RT_612,10.580686,6.613283,2,SAHA,SAHA,10.0,9.034576,3634,A549,lung adenocarcinoma
D01_A01_RT_630,-0.37287745,7.265886,1,SAHA,SAHA,100.0,5.02693,802,A549,lung adenocarcinoma
F01_B02_RT_685,11.874287,5.097107,4,SAHA,SAHA,100.0,3.2069383,2681,A549,lung adenocarcinoma
G08_A01_RT_763,8.753153,8.297872,2,SAHA,SAHA,10.0,2.480653,3947,A549,lung adenocarcinoma
C06_B02_RT_630,0.21572582,7.0184364,1,SAHA,SAHA,10.0,5.12,893,A549,lung adenocarcinoma
A10_A01_RT_492,12.379519,5.2458825,2,SAHA,SAHA,100.0,2.6300905,2267,A549,lung adenocarcinoma
F05_A01_RT_586,9.620856,6.7169347,2,SAHA,SAHA,10.0,8.386141,4554,A549,lung adenocarcinoma
C09_B02_RT_577,10.757669,5.718942,2,SAHA,SAHA,10.0,1.686747,1692,A549,lung adenocarcinoma
C03_B02_RT_629,-0.2952384,7.724211,1,SAHA,SAHA,50.0,3.0389364,737,A549,lung adenocarcinoma
G07_B02_RT_575,1.2074753,6.1068997,1,SAHA,SAHA,50.0,3.7225041,856,A549,lung adenocarcinoma
A12_A01_RT_402,11.085519,7.2267237,2,SAHA,SAHA,50.0,2.7420738,4523,A549,lung adenocarcinoma
A06_A01_RT_401,9.993688,4.2490115,4,SAHA,SAHA,50.0,3.4067883,3879,A549,lung adenocarcinoma
G02_A01_RT_710,2.6546023,9.346113,1,SAHA,SAHA,10.0,6.040892,1813,A549,lung adenocarcinoma
B05_B02_RT_630,0.5800466,6.046845,1,SAHA,SAHA,100.0,6.769437,1004,A549,lung adenocarcinoma
A02_A01_RT_581,12.1999655,6.0746155,2,SAHA,SAHA,100.0,3.5473847,2097,A549,lung adenocarcinoma
E07_B02_RT_629,1.3824008,7.5972877,1,SAHA,SAHA,100.0,2.5704808,850,A549,lung adenocarcinoma
D02_B02_RT_683,11.857057,5.656735,2,SAHA,SAHA,100.0,1.397624,1892,A549,lung adenocarcinoma
G03_B02_RT_575,2.3001297,7.3257623,1,SAHA,SAHA,100.0,3.7212985,930,A549,lung adenocarcinoma
C03_B02_RT_752,1.6263639,7.586026,1,SAHA,SAHA,50.0,6.1298075,1120,A549,lung adenocarcinoma
B10_A01_RT_724,11.003771,3.080441,4,SAHA,SAHA,100.0,5.6288943,4409,A549,lung adenocarcinoma
G06_B02_RT_444,0.44032493,7.663985,1,SAHA,SAHA,100.0,3.7489812,869,A549,lung adenocarcinoma
A07_B02_RT_516,8.830471,7.09855,2,SAHA,SAHA,10.0,8.1911745,5049,A549,lung adenocarcinoma
G07_B02_RT_565,11.626925,3.4190962,4,SAHA,SAHA,50.0,2.9023433,3939,A549,lung adenocarcinoma
A01_B02_RT_754,8.675023,4.324209,4,SAHA,SAHA,50.0,7.4789534,5264,A549,lung adenocarcinoma
G12_B02_RT_674,12.268953,6.599126,2,SAHA,SAHA,50.0,4.772849,4856,A549,lung adenocarcinoma
H12_A01_RT_435,6.2345705,-0.5657084,3,SAHA,SAHA,10.0,1.7560976,809,A549,lung adenocarcinoma
A10_B02_RT_572,11.601901,3.2887683,4,SAHA,SAHA,50.0,5.6219993,4740,A549,lung adenocarcinoma
C01_A01_RT_621,8.688472,5.033483,4,SAHA,SAHA,10.0,5.0351133,5769,A549,lung adenocarcinoma
C11_B02_RT_661,9.982728,4.142856,4,SAHA,SAHA,50.0,4.180875,5307,A549,lung adenocarcinoma
G11_A01_RT_435,12.981275,6.130805,2,SAHA,SAHA,100.0,3.3952742,3939,A549,lung adenocarcinoma
D08_B02_RT_639,12.430413,4.071167,4,SAHA,SAHA,100.0,3.269695,2597,A549,lung adenocarcinoma
B01_B02_RT_514,12.417934,6.7028046,2,SAHA,SAHA,100.0,3.6419754,3163,A549,lung adenocarcinoma
C07_B02_RT_716,1.368343,6.8991923,1,SAHA,SAHA,50.0,8.144796,791,A549,lung adenocarcinoma
F08_A01_RT_604,-0.82280755,7.672374,1,SAHA,SAHA,100.0,3.3211827,1631,A549,lung adenocarcinoma
G06_A01_RT_467,-0.46874997,9.4634495,1,SAHA,SAHA,100.0,6.599882,1133,A549,lung adenocarcinoma
F08_B02_RT_728,10.861937,5.176727,2,SAHA,SAHA,100.0,4.689059,1885,A549,lung adenocarcinoma
F09_A01_RT_739,11.186778,4.080336,4,SAHA,SAHA,50.0,5.2844563,4690,A549,lung adenocarcinoma
C01_B02_RT_613,12.118673,4.3417335,4,SAHA,SAHA,50.0,2.9714553,5126,A549,lung adenocarcinoma
A04_B02_RT_761,10.0168295,7.3919435,2,SAHA,SAHA,10.0,7.226739,1326,A549,lung adenocarcinoma
C12_A01_RT_676,11.632423,3.8200197,4,SAHA,SAHA,50.0,2.2783368,2971,A549,lung adenocarcinoma
F11_B02_RT_692,10.479474,5.154972,2,SAHA,SAHA,100.0,2.4638247,1639,A549,lung adenocarcinoma
E04_A01_RT_471,11.56008,3.6424346,4,SAHA,SAHA,50.0,3.5995612,4414,A549,lung adenocarcinoma
D08_B02_RT_756,9.909684,6.8994093,2,SAHA,SAHA,10.0,6.123869,4496,A549,lung adenocarcinoma
G07_A01_RT_594,8.849448,3.284916,4,SAHA,SAHA,100.0,6.8297215,5587,A549,lung adenocarcinoma
G10_B02_RT_664,8.222216,7.405355,2,SAHA,SAHA,10.0,2.8921402,2803,A549,lung adenocarcinoma
D05_A01_RT_557,11.346833,7.0022373,2,SAHA,SAHA,50.0,3.8382854,4282,A549,lung adenocarcinoma
C04_B02_RT_509,7.9421573,0.041702267,0,SAHA,SAHA,10.0,9.223602,3022,A549,lung adenocarcinoma
G06_A01_RT_742,0.12721676,10.018439,1,SAHA,SAHA,100.0,5.994006,719,A549,lung adenocarcinoma
C09_A01_RT_455,12.382668,5.97946,2,SAHA,SAHA,100.0,2.9411764,5169,A549,lung adenocarcinoma
G09_B02_RT_540,11.295898,3.7694247,4,SAHA,SAHA,50.0,2.1355236,3507,A549,lung adenocarcinoma
C07_B02_RT_752,1.5666552,7.9336004,1,SAHA,SAHA,100.0,5.378627,981,A549,lung adenocarcinoma
B02_A01_RT_517,11.294666,3.7542324,4,SAHA,SAHA,50.0,4.1297326,5461,A549,lung adenocarcinoma
D11_A01_RT_650,11.509225,6.635287,2,SAHA,SAHA,10.0,6.7032537,1551,A549,lung adenocarcinoma
C07_B02_RT_732,10.674321,4.785694,4,SAHA,SAHA,50.0,2.4390244,920,A549,lung adenocarcinoma
F03_B02_RT_660,9.845888,6.471139,2,SAHA,SAHA,10.0,3.307393,1312,A549,lung adenocarcinoma
H11_A01_RT_617,0.65922236,7.8966846,1,SAHA,SAHA,10.0,10.958904,793,A549,lung adenocarcinoma
A03_A01_RT_524,10.085856,6.5211525,2,SAHA,SAHA,10.0,5.688194,5666,A549,lung adenocarcinoma
A07_A01_RT_463,10.93686,2.7066147,4,SAHA,SAHA,100.0,3.7524526,5250,A549,lung adenocarcinoma
G11_B02_RT_742,9.948715,3.20765,4,SAHA,SAHA,100.0,5.465789,6406,A549,lung adenocarcinoma
H05_B02_RT_624,5.321003,3.3248184,5,SAHA,SAHA,100.0,11.425463,2312,A549,lung adenocarcinoma
A06_A01_RT_405,10.907506,3.1117465,4,SAHA,SAHA,100.0,3.0110135,4379,A549,lung adenocarcinoma
B11_A01_RT_491,9.0719795,4.340994,4,SAHA,SAHA,10.0,8.411392,5592,A549,lung adenocarcinoma
H09_A01_RT_665,11.670093,4.427709,4,SAHA,SAHA,50.0,4.465558,3958,A549,lung adenocarcinoma
G12_B02_RT_388,9.589004,7.3815975,2,SAHA,SAHA,10.0,4.2450223,3329,A549,lung adenocarcinoma
C02_B02_RT_637,11.33795,5.5858054,2,SAHA,SAHA,50.0,3.4589972,1641,A549,lung adenocarcinoma
E12_A01_RT_677,8.698165,3.6147687,4,SAHA,SAHA,100.0,8.47511,2003,A549,lung adenocarcinoma
F04_B02_RT_515,11.560236,2.6108663,4,SAHA,SAHA,100.0,2.2530105,3690,A549,lung adenocarcinoma
E05_B02_RT_587,8.572779,3.0490408,4,SAHA,SAHA,100.0,7.3706727,4377,A549,lung adenocarcinoma
B11_A01_RT_707,2.2955053,9.563506,1,SAHA,SAHA,50.0,4.9250536,1259,A549,lung adenocarcinoma
B06_A01_RT_673,9.331075,5.365861,4,SAHA,SAHA,10.0,2.6187904,4716,A549,lung adenocarcinoma
E12_A01_RT_470,11.236151,5.712683,2,SAHA,SAHA,50.0,3.8293839,2910,A549,lung adenocarcinoma
E06_B02_RT_492,10.777539,5.4733515,2,SAHA,SAHA,100.0,4.9043064,3230,A549,lung adenocarcinoma
F09_A01_RT_450,1.1743839,6.629804,1,SAHA,SAHA,50.0,3.8897893,866,A549,lung adenocarcinoma
A11_A01_RT_615,11.007519,6.3067646,2,SAHA,SAHA,50.0,2.7660217,3213,A549,lung adenocarcinoma
C05_B02_RT_723,10.240119,5.074362,4,SAHA,SAHA,10.0,5.1850324,4174,A549,lung adenocarcinoma
B12_A01_RT_707,8.761576,5.6278744,2,SAHA,SAHA,10.0,6.536043,3368,A549,lung adenocarcinoma
F04_B02_RT_572,0.30624822,8.776027,1,SAHA,SAHA,50.0,5.7224607,935,A549,lung adenocarcinoma
G03_B02_RT_475,11.243883,5.3605633,4,SAHA,SAHA,50.0,2.357094,5993,A549,lung adenocarcinoma
A10_A01_RT_456,9.637631,4.3873897,4,SAHA,SAHA,50.0,7.900117,3480,A549,lung adenocarcinoma
C10_B02_RT_766,11.424791,2.7776194,4,SAHA,SAHA,100.0,1.9757732,3995,A549,lung adenocarcinoma
G01_B02_RT_397,0.32243937,9.470102,1,SAHA,SAHA,100.0,4.0744467,1276,A549,lung adenocarcinoma
H06_A01_RT_550,8.503085,7.1505647,2,SAHA,SAHA,10.0,7.3116817,2860,A549,lung adenocarcinoma
C02_A01_RT_439,9.913741,7.80284,2,SAHA,SAHA,10.0,4.326557,4027,A549,lung adenocarcinoma
F05_A01_RT_541,8.502737,7.436134,2,SAHA,SAHA,10.0,0.6710575,3529,A549,lung adenocarcinoma
G12_A01_RT_445,10.585058,5.798484,2,SAHA,SAHA,10.0,5.163753,2554,A549,lung adenocarcinoma
G03_A01_RT_726,0.7930998,9.983587,1,SAHA,SAHA,10.0,10.2119465,686,A549,lung adenocarcinoma
F09_A01_RT_604,-1.0696305,9.556865,1,SAHA,SAHA,100.0,2.3907666,876,A549,lung adenocarcinoma
H03_A01_RT_731,12.489149,5.752768,2,SAHA,SAHA,100.0,2.7192984,3232,A549,lung adenocarcinoma
B06_B02_RT_402,0.20651256,9.892282,1,SAHA,SAHA,100.0,3.8333333,813,A549,lung adenocarcinoma
F01_A01_RT_534,10.150972,7.1943326,2,SAHA,SAHA,10.0,11.309031,1333,A549,lung adenocarcinoma
D08_A01_RT_470,10.978283,4.192233,4,SAHA,SAHA,50.0,1.4130946,3354,A549,lung adenocarcinoma
E04_A01_RT_502,1.8801397,6.6080737,1,SAHA,SAHA,100.0,3.3123028,929,A549,lung adenocarcinoma
C12_B02_RT_423,10.376228,3.6075027,4,SAHA,SAHA,50.0,2.7202473,5350,A549,lung adenocarcinoma
H06_A01_RT_690,10.746211,5.2499523,2,SAHA,SAHA,100.0,2.784048,964,A549,lung adenocarcinoma
F05_A01_RT_669,12.512564,3.6088932,4,SAHA,SAHA,100.0,5.1756353,4490,A549,lung adenocarcinoma
F09_B02_RT_463,11.444481,2.465015,4,SAHA,SAHA,100.0,2.8840759,4182,A549,lung adenocarcinoma
G03_A01_RT_685,-0.041953698,7.2464843,1,SAHA,SAHA,10.0,4.2132983,991,A549,lung adenocarcinoma
E03_A01_RT_538,12.581822,3.6208763,4,SAHA,SAHA,100.0,2.1561582,4346,A549,lung adenocarcinoma
E03_B02_RT_487,11.535979,3.6192217,4,SAHA,SAHA,50.0,2.1998267,4165,A549,lung adenocarcinoma
B04_A01_RT_569,11.302891,6.1233916,2,SAHA,SAHA,50.0,3.030303,3193,A549,lung adenocarcinoma
G04_A01_RT_570,8.720707,6.5867777,2,SAHA,SAHA,10.0,5.8674545,4513,A549,lung adenocarcinoma
G06_A01_RT_727,-1.5509071,7.9623265,1,SAHA,SAHA,100.0,5.4862843,855,A549,lung adenocarcinoma
G12_A01_RT_723,10.659612,4.6684437,4,SAHA,SAHA,50.0,3.0450907,2818,A549,lung adenocarcinoma
E09_A01_RT_402,-0.4665401,8.048731,1,SAHA,SAHA,100.0,5.0471063,979,A549,lung adenocarcinoma
A07_A01_RT_671,10.773168,6.047814,2,SAHA,SAHA,10.0,5.736026,2062,A549,lung adenocarcinoma
C09_A01_RT_688,12.624446,4.5981245,4,SAHA,SAHA,100.0,0.92378753,2819,A549,lung adenocarcinoma
B05_A01_RT_493,12.015211,5.322303,2,SAHA,SAHA,100.0,4.6627812,1583,A549,lung adenocarcinoma
H06_A01_RT_695,3.1598122,-1.0542015,3,SAHA,SAHA,100.0,8.492976,1120,A549,lung adenocarcinoma
H02_B02_RT_614,12.56624,3.6306903,4,SAHA,SAHA,100.0,1.5176715,2743,A549,lung adenocarcinoma
F12_B02_RT_707,8.519825,2.482521,4,SAHA,SAHA,10.0,3.315541,4635,A549,lung adenocarcinoma
A12_B02_RT_572,-0.2713398,6.704552,1,SAHA,SAHA,50.0,5.425824,988,A549,lung adenocarcinoma
G03_A01_RT_741,12.283217,6.1693563,2,SAHA,SAHA,50.0,1.5980332,4551,A549,lung adenocarcinoma
G09_A01_RT_455,2.3463213,7.983862,1,SAHA,SAHA,100.0,3.822055,1073,A549,lung adenocarcinoma
H10_B02_RT_565,8.593103,7.0340157,2,SAHA,SAHA,10.0,4.6908154,4793,A549,lung adenocarcinoma
C06_B02_RT_602,11.59261,6.0141315,2,SAHA,SAHA,50.0,2.7246926,2948,A549,lung adenocarcinoma
C09_B02_RT_527,6.8188095,1.5429653,0,SAHA,SAHA,50.0,11.672557,4280,A549,lung adenocarcinoma
F10_A01_RT_505,9.619506,3.871552,4,SAHA,SAHA,50.0,6.7681174,4260,A549,lung adenocarcinoma
F10_B02_RT_519,8.576007,4.13767,4,SAHA,SAHA,50.0,2.5396655,6331,A549,lung adenocarcinoma
E06_B02_RT_474,12.761235,3.8167067,4,SAHA,SAHA,100.0,3.0336258,2970,A549,lung adenocarcinoma
B02_B02_RT_697,11.042226,5.018384,4,SAHA,SAHA,100.0,3.4026465,869,A549,lung adenocarcinoma
A02_A01_RT_653,11.472674,4.108201,4,SAHA,SAHA,50.0,1.9256881,3848,A549,lung adenocarcinoma
B04_A01_RT_514,9.72276,3.621431,4,SAHA,SAHA,100.0,7.3448114,4986,A549,lung adenocarcinoma
B07_B02_RT_709,10.931058,7.1648717,2,SAHA,SAHA,50.0,2.1886399,3485,A549,lung adenocarcinoma
H01_B02_RT_607,9.260038,6.7094893,2,SAHA,SAHA,10.0,4.377763,4533,A549,lung adenocarcinoma
E09_A01_RT_685,10.775267,7.3870554,2,SAHA,SAHA,10.0,9.642692,5211,A549,lung adenocarcinoma
B03_B02_RT_478,12.172938,4.355193,4,SAHA,SAHA,50.0,3.8625023,3013,A549,lung adenocarcinoma
A06_B02_RT_691,11.387803,7.9019322,2,SAHA,SAHA,100.0,2.413604,2897,A549,lung adenocarcinoma
