compound,direction,rank,pathway,p_value,z_score,combined_score,overlapping_genes,adjusted_p_value
BMS-345541,up,103,Aldosterone synthesis and secretion,0.3086350881376858,2.7623293396489275,3.247382340330225,CALM2,0.4006320855633422
BMS-345541,up,104,Inflammatory mediator regulation of TRP channels,0.3086350881376858,2.7623293396489275,3.247382340330225,CALM2,0.4006320855633422
BMS-345541,up,97,MAPK signaling pathway,0.30221860245910886,1.8420904484893976,2.2042540410673244,HSPB1;FLNA,0.4006320855633422
BMS-345541,up,105,Melanogenesis,0.31642220211820793,2.679054054054054,3.082728224607932,CALM2,0.40515345386227286
BMS-345541,up,107,Protein digestion and absorption,0.3215654676682483,2.6262586115527293,2.979632538679963,SLC3A2,0.40515345386227286
BMS-345541,up,108,C-type lectin receptor signaling pathway,0.3241227630898183,2.6006297559695617,2.929955138790926,CALM2,0.40515345386227286
BMS-345541,up,106,Pathways in cancer,0.32088736920770045,1.530697601010101,1.739890529729553,NQO1;GSTP1;CALM2,0.40515345386227286
BMS-345541,up,109,Sphingolipid signaling pathway,0.3613601365844648,2.2683234081539165,2.308881506273993,CTSD,0.4434874403536614
BMS-345541,up,110,Neurotrophin signaling pathway,0.3613601365844648,2.2683234081539165,2.308881506273993,CALM2,0.4434874403536614
BMS-345541,up,111,Oocyte meiosis,0.3850528079625041,2.0900548986486487,1.9946957061597144,CALM2,0.464126152454804
BMS-345541,up,112,Purine metabolism,0.3850528079625041,2.0900548986486487,1.9946957061597144,PKM,0.464126152454804
BMS-345541,up,113,Dopaminergic synapse,0.3919899629803869,2.041881576232721,1.912260982064137,CALM2,0.4683065929411702
BMS-345541,up,114,Apelin signaling pathway,0.4033806945750766,1.9663155802861685,1.7851677966847128,CALM2,0.473533858849003
BMS-345541,up,115,Insulin signaling pathway,0.4033806945750766,1.9663155802861685,1.7851677966847128,CALM2,0.473533858849003
BMS-345541,up,116,Measles,0.4078778005803385,1.9376224050137094,1.7376358583339153,RACK1,0.4746853713650491
BMS-345541,up,117,Spinocerebellar ataxia,0.41677191077524606,1.8826608298439285,1.6477352261096123,PSMC4,0.48089066627913
BMS-345541,up,118,Adrenergic signaling in cardiomyocytes,0.4320205209840812,1.793578813713042,1.5053187539721928,CALM2,0.4901073137214367
BMS-345541,up,119,Spliceosome,0.4320205209840812,1.793578813713042,1.5053187539721928,SNRPB,0.4901073137214367
BMS-345541,up,120,mTOR signaling pathway,0.44055669026579836,1.7463345698639816,1.431498644314485,SLC3A2,0.49562627654902314
BMS-345541,up,121,Hepatitis C,0.4468756306474561,1.7124913374913375,1.3793688817977852,CD81,0.49858024906947584
BMS-345541,up,122,cGMP-PKG signaling pathway,0.46743442546518277,1.6085151416476717,1.2232696632827114,CALM2,0.5172430117852432
BMS-345541,up,123,Protein processing in endoplasmic reticulum,0.4754451796663091,1.570349761526232,1.1675608478038089,P4HB,0.52183007524351
BMS-345541,up,124,Axon guidance,0.4968668281709839,1.4740928774077946,1.0310295575378652,CFL1,0.5409437242184099
BMS-345541,up,125,Alcoholism,0.5044405602749028,1.4419284149013878,0.9867192063702965,CALM2,0.5447958050968951
BMS-345541,up,126,Neutrophil extracellular trap formation,0.510046933272438,1.4187032777458308,0.9551455731521499,CYBA,0.5464788570776121
BMS-345541,up,127,Proteoglycans in cancer,0.5389071788020997,1.3063725490196079,0.807615098639962,FLNA,0.5728540877030195
BMS-345541,up,128,cAMP signaling pathway,0.5577689131712544,1.2388434946574483,0.7232498852303894,CALM2,0.5882719006103074
BMS-345541,up,129,Human cytomegalovirus infection,0.5726333018354582,1.188525579150579,0.6626145735693341,CALM2,0.5992674088975726
BMS-345541,up,130,Ras signaling pathway,0.5838526885220479,1.1521001521001522,0.6199526653535884,CALM2,0.6063085611575113
BMS-345541,up,131,Chemical carcinogenesis,0.5947813637725152,1.1178173972291618,0.5807747682822998,GSTP1,0.6098720189067837
BMS-345541,up,132,Calcium signaling pathway,0.5963193073755219,1.1130837950921633,0.5754409525899301,CALM2,0.6098720189067837
BMS-345541,up,133,MicroRNAs in cancer,0.6908073012837198,0.8578675763141782,0.31732038106438926,VIM,0.7011953810022721
BMS-345541,up,134,Human papillomavirus infection,0.7146313941565103,0.8024160524160524,0.2696024870853106,PKM,0.7199644642621559
BMS-345541,up,135,Olfactory transduction,0.812043290779054,0.5998276180508527,0.12488508568238048,CALM2,0.812043290779054
Nutlin-3A,down,1,Morphine addiction,0.002585272793036693,11.873205741626794,70.73966038203203,GNGT1;PDE4D;PDE3A,0.12667836685879796
Nutlin-3A,down,3,Nitrogen metabolism,0.04981338361381649,21.10593220338983,63.306643893512835,CPS1,0.466110908782371
Nutlin-3A,down,5,Pantothenate and CoA biosynthesis,0.06117485166375804,16.88135593220339,47.16683081464229,DPYD,0.466110908782371
Nutlin-3A,down,6,Arginine biosynthesis,0.06399428148789535,16.076674737691686,44.19416072773483,CPS1,0.466110908782371
Nutlin-3A,down,8,Phototransduction,0.08073685115740073,12.500313873195228,31.457791932058917,GNGT1,0.466110908782371
Nutlin-3A,down,9,beta-Alanine metabolism,0.08625199387573851,11.637054354178844,28.516393460743195,DPYD,0.466110908782371
Nutlin-3A,down,2,"Parathyroid hormone synthesis, secretion and action",0.04036033447033667,6.576923076923077,21.111316660657067,AKAP13;PDE4D,0.466110908782371
Nutlin-3A,down,10,"Alanine, aspartate and glutamate metabolism",0.10529997887595016,9.370998116760829,21.09357380941926,CPS1,0.466110908782371
Nutlin-3A,down,11,Homologous recombination,0.11600866609252915,8.432203389830509,18.163728229298105,RAD51B,0.466110908782371
Nutlin-3A,down,4,Purine metabolism,0.057332355488527956,5.379581862612001,15.379633578853717,PDE4D;PDE3A,0.466110908782371
Nutlin-3A,down,14,Endocrine and other factor-regulated calcium reabsorption,0.1473841813494661,6.482398956975228,12.41193110915411,DNM3,0.466110908782371
Nutlin-3A,down,7,Cell adhesion molecules,0.0728909636457808,4.6750118091639115,12.242876995345728,CNTN1;PTPRM,0.466110908782371
Nutlin-3A,down,15,Pyrimidine metabolism,0.15505536487088167,6.12788906009245,11.422219957998049,DPYD,0.466110908782371
Nutlin-3A,down,16,Lysine degradation,0.1726918383694235,5.434117003827228,9.543649261752435,SMYD3,0.466110908782371
Nutlin-3A,down,18,Cortisol synthesis and secretion,0.17766399732423002,5.263771186440678,9.09506583049212,PBX1,0.466110908782371
Nutlin-3A,down,19,Renin secretion,0.1875203226168755,4.953140578265204,8.290903771791394,PDE3A,0.466110908782371
Nutlin-3A,down,20,Adherens junction,0.19240482956596813,4.811138014527845,7.929494628161929,PTPRM,0.466110908782371
Nutlin-3A,down,21,Bacterial invasion of epithelial cells,0.20688575038078497,4.429973238180196,6.979815193343096,DNM3,0.466110908782371
Nutlin-3A,down,22,Synaptic vesicle cycle,0.20927428557575842,4.3722209993396435,6.838632472205606,DNM3,0.466110908782371
Nutlin-3A,down,12,cAMP signaling pathway,0.13710547956651242,3.1785368997744117,6.315767840187354,PDE4D;PDE3A,0.466110908782371
Nutlin-3A,down,13,Human cytomegalovirus infection,0.14634895462098685,3.0488634606463583,5.859188139603323,GNGT1;AKAP13,0.466110908782371
Nutlin-3A,down,17,Endocytosis,0.17479072077892985,2.7158620689655173,4.736914015112065,DNM3;PSD3,0.466110908782371
Nutlin-3A,down,23,Cardiac muscle contraction,0.2304552422279682,3.912889239258967,5.742942106486769,ASPH,0.4799668548543076
Nutlin-3A,down,24,GABAergic synapse,0.23508580645925273,3.8235747303543914,5.535789456285142,GNGT1,0.4799668548543076
Nutlin-3A,down,25,Circadian entrainment,0.2533356353700229,3.503531073446328,4.810488471236988,GNGT1,0.4911939634917596
Nutlin-3A,down,26,Drug metabolism,0.277731791604688,3.1416125455409474,4.024717976625157,DPYD,0.4911939634917596
Nutlin-3A,down,27,Serotonergic synapse,0.28856018790506505,3.000605326876513,3.729307105087004,GNGT1,0.4911939634917596
Nutlin-3A,down,28,Cholinergic synapse,0.28856018790506505,3.000605326876513,3.729307105087004,GNGT1,0.4911939634917596
Nutlin-3A,down,29,Glutamatergic synapse,0.2907066314543067,2.973901304934753,3.6740785899239343,GNGT1,0.4911939634917596
Nutlin-3A,down,30,Relaxin signaling pathway,0.32214939370302714,2.6234110169491527,2.971642294781044,GNGT1,0.5024047459087942
Nutlin-3A,down,31,Dopaminergic synapse,0.3282714294480748,2.5629447535256826,2.854901282659619,GNGT1,0.5024047459087942
Nutlin-3A,down,32,Apelin signaling pathway,0.33835421663245324,2.4680957128614156,2.6745814229630755,GNGT1,0.5024047459087942
Nutlin-3A,down,33,Estrogen signaling pathway,0.33835421663245324,2.4680957128614156,2.6745814229630755,FKBP5,0.5024047459087942
Nutlin-3A,down,34,Phospholipase D signaling pathway,0.36001540209611405,2.2821399746339215,2.331453516051405,DNM3,0.5040215629345597
Nutlin-3A,down,35,Retrograde endocannabinoid signaling,0.36001540209611405,2.2821399746339215,2.331453516051405,GNGT1,0.5040215629345597
Nutlin-3A,down,36,Cushing syndrome,0.37343510958159576,2.1776359233986353,2.1449953942099538,PBX1,0.5082866769305053
Nutlin-3A,down,37,cGMP-PKG signaling pathway,0.3957994471088518,2.018991219113743,1.8712972520875968,PDE3A,0.5108912512129716
Nutlin-3A,down,38,Axon guidance,0.4226535595748606,1.8502668789212473,1.5934543574455675,SEMA3C,0.5108912512129716
Nutlin-3A,down,39,Alcoholism,0.42961416504826444,1.8098946404031149,1.5291216373448957,GNGT1,0.5108912512129716
Nutlin-3A,down,40,Transcriptional misregulation in cancer,0.4399006182258344,1.7525068772739374,1.4391699429628897,PBX1,0.5108912512129716
Nutlin-3A,down,41,Chemokine signaling pathway,0.4399006182258344,1.7525068772739374,1.4391699429628897,GNGT1,0.5108912512129716
Nutlin-3A,down,42,Kaposi sarcoma-associated herpesvirus infection,0.4415972001532204,1.7432909604519775,1.424891286204566,GNGT1,0.5108912512129716
Nutlin-3A,down,43,Pathogenic Escherichia coli infection,0.4483331388195465,1.7073676928398478,1.369682307147838,MYO1E,0.5108912512129716
Nutlin-3A,down,44,Rap1 signaling pathway,0.46967782569304806,1.6001135349931068,1.2092190738543465,DOCK4,0.5149232759947926
Nutlin-3A,down,45,Human immunodeficiency virus 1 infection,0.47288872285236055,1.5847859265804483,1.1868385360554081,GNGT1,0.5149232759947926
Nutlin-3A,down,46,Ras signaling pathway,0.5039644210200586,1.4461075647516326,0.9909446398715714,GNGT1,0.5368316658691928
Nutlin-3A,down,47,Calcium signaling pathway,0.5158838733022156,1.3971349549677328,0.9247267291531264,ASPH,0.5378363785491185
Nutlin-3A,down,48,PI3K-Akt signaling pathway,0.6580553647727202,0.940461900417727,0.3935515273095268,GNGT1,0.6717648515388185
Nutlin-3A,down,49,Pathways in cancer,0.8014952016609379,0.6207227374480333,0.13735122672629696,GNGT1,0.8014952016609379
Nutlin-3A,up,1,Glycolysis / Gluconeogenesis,1.888322744282963e-07,28.31646471846044,438.40702174028297,ALDH3A1;TPI1;PKM;ENO1;ALDOA;GAPDH,2.7947176615387854e-05
Nutlin-3A,up,3,Fluid shear stress and atherosclerosis,1.373400016525675e-05,12.940176528277215,144.8735066487282,NQO1;CTSL;GPC1;GSTP1;SDC1;SQSTM1,0.0006775440081526665
Nutlin-3A,up,2,Proteoglycans in cancer,1.1805597970320786e-05,10.25616458704694,116.37605071012096,CD63;CDKN1A;CTSL;GPC1;MDM2;FLNA;SDC1,0.0006775440081526665
Nutlin-3A,up,4,Shigellosis,3.8100374264463894e-05,8.47907949790795,86.27706274613732,CAPNS1;UBB;UBC;MDM2;ACTN4;PFN1;SQSTM1,0.001409713847785164
Nutlin-3A,up,5,Fructose and mannose metabolism,0.00025485462495062044,27.631944444444443,228.64929119222393,TPI1;AKR1B10;ALDOA,0.007543696898538365
Nutlin-3A,up,6,HIF-1 signaling pathway,0.0007535315325474209,10.634473507712944,76.46973076253701,CDKN1A;ENO1;ALDOA;GAPDH,0.018587111136169714
Nutlin-3A,up,7,Diabetic cardiomyopathy,0.0009951552703239995,7.116522366522367,49.19375636056,COX8A;G6PD;COX6A1;CTSD;GAPDH,0.021040425715421703
Nutlin-3A,up,8,Glutathione metabolism,0.0012813884889648678,15.332561728395062,102.11196374713496,G6PD;GPX2;GSTP1,0.02252294478409201
Nutlin-3A,up,9,Lysosome,0.0013696385341677574,8.996365288505224,59.31491134823025,CD63;CTSL;PSAP;CTSD,0.02252294478409201
Nutlin-3A,up,10,Mitophagy,0.0021309667969927853,12.73076923076923,78.30924679986884,UBB;UBC;SQSTM1,0.03114927550375991
Nutlin-3A,up,11,Central carbon metabolism in cancer,0.0023151488550091823,12.349502487562189,74.94025492672628,G6PD;PKM;SLC1A5,0.03114927550375991
Nutlin-3A,up,12,p53 signaling pathway,0.002609448046632313,11.818452380952381,70.30344150433359,CDKN1A;TP53I3;MDM2,0.03218319257513186
Nutlin-3A,up,13,Metabolism of xenobiotics by cytochrome P450,0.0029258709805115185,11.331050228310502,66.10719480341469,ALDH3A1;GSTP1;EPHX1,0.03330991577813113
Nutlin-3A,up,14,Folate biosynthesis,0.004254160807984774,22.718036529680365,124.03724806860926,AKR1B10;AKR1C3,0.04497255711298189
Nutlin-3A,up,15,Pentose phosphate pathway,0.005639191620392201,19.468688845401175,100.8091541783213,G6PD;ALDOA,0.05366572437238468
Nutlin-3A,up,16,Prostate cancer,0.005801699932149695,8.790336879432624,45.2667567037336,CDKN1A;GSTP1;MDM2,0.05366572437238468
Nutlin-3A,up,17,Viral carcinogenesis,0.007145023307842921,5.58454243046217,27.595118456344213,CDKN1A;PKM;MDM2;ACTN4,0.06220373232710307
Nutlin-3A,up,18,Drug metabolism,0.007801420506993014,7.865079365079365,38.172765083938984,ALDH3A1;GSTP1;NME1,0.06414501305749812
Nutlin-3A,up,20,Regulation of actin cytoskeleton,0.009131479317981209,5.189153613268395,24.36840842895045,ITGA3;CFL1;ACTN4;PFN1,0.06757294695306094
Nutlin-3A,up,19,Pathways of neurodegeneration,0.008805159385837515,3.6073050894595347,17.07127350036708,COX8A;GPX2;UBB;UBC;COX6A1;SQSTM1,0.06757294695306094
Nutlin-3A,up,21,Bladder cancer,0.010351583005020632,13.969792764313313,63.8505558612769,CDKN1A;MDM2,0.06963792203377517
Nutlin-3A,up,22,Ferroptosis,0.010351583005020632,13.969792764313313,63.8505558612769,SLC3A2;FTL,0.06963792203377517
Nutlin-3A,up,23,Cell cycle,0.011357225964518151,6.819559228650138,30.537311694927205,CDKN1A;PCNA;MDM2,0.07308128011950811
Nutlin-3A,up,24,Amyotrophic lateral sclerosis,0.011859959275880409,3.892956625547155,17.263656085673215,COX8A;GPX2;PFN1;COX6A1;SQSTM1,0.07313641553459585
Nutlin-3A,up,27,Malaria,0.015132735762129949,11.345319634703197,47.54704276850611,CD81;SDC1,0.08294981084426788
Nutlin-3A,up,26,Autophagy,0.01483211449643231,6.1539179104477615,25.913905552735145,CTSL;SQSTM1;CTSD,0.08294981084426788
Nutlin-3A,up,25,Parkinson disease,0.014305227481161068,4.525438344351826,19.220126088586028,COX8A;UBB;UBC;COX6A1,0.08294981084426788
Nutlin-3A,up,28,Ubiquitin mediated proteolysis,0.01571014786871964,6.018248175182482,24.996483340462362,UBB;UBC;MDM2,0.08303935302037523
Nutlin-3A,up,29,Apoptosis,0.016311496194024024,5.9310551558753,24.411541731900506,CTSL;LMNA;CTSD,0.08324487712812262
Nutlin-3A,up,30,Phagosome,0.019511075270257888,5.530201342281879,21.771147395579874,SEC61A1;CTSL;CALR,0.09625463799993891
Nutlin-3A,up,31,Oxytocin signaling pathway,0.02018968974246834,5.456401766004415,21.294061939029515,MYL6;CDKN1A;EEF2,0.0963894865124295
Nutlin-3A,up,32,Cellular senescence,0.020881234951626984,5.3845315904139435,20.832237814145273,CDKN1A;MDM2;SQSTM1,0.0965757116512748
Nutlin-3A,up,33,Arachidonic acid metabolism,0.022017170035399915,9.224982586487114,35.20191246762858,GPX2;AKR1C3,0.09874367167391476
Nutlin-3A,up,34,Hepatocellular carcinoma,0.02530233597975575,4.98989898989899,18.347152796059298,NQO1;CDKN1A;GSTP1,0.10863959131171787
Nutlin-3A,up,35,Tight junction,0.02569179524263598,4.959588353413655,18.159947324601347,MYL6;PCNA;ACTN4,0.10863959131171787
Nutlin-3A,up,36,Protein processing in endoplasmic reticulum,0.026480412435155525,4.900049603174603,17.79379499266221,SEC61A1;CALR;P4HB,0.1088639177889727
Nutlin-3A,up,37,Huntington disease,0.027981883301599092,3.660665982650872,13.0912663773947,COX8A;GPX2;COX6A1;POLR2L,0.11192753320639637
Nutlin-3A,up,38,Riboflavin metabolism,0.029614118926114725,38.45173745173745,135.33104533059262,BLVRB,0.11366663919465904
Nutlin-3A,up,39,Melanoma,0.02995269546345745,7.771037181996086,27.261854982251965,CDKN1A;MDM2,0.11366663919465904
Nutlin-3A,up,40,Glioma,0.032286839980381836,7.450553574779509,25.578462417412943,CDKN1A;MDM2,0.118414977079301
Nutlin-3A,up,41,Chronic myeloid leukemia,0.03308038125808087,7.349500185116623,25.05308561773849,CDKN1A;MDM2,0.118414977079301
Nutlin-3A,up,42,Arrhythmogenic right ventricular cardiomyopathy,0.03388155688858461,7.251141552511416,24.544276338243023,ITGA3;LMNA,0.118414977079301
Nutlin-3A,up,43,Antigen processing and presentation,0.034690300123830134,7.155371304974766,24.05131498151602,CTSL;CALR,0.118414977079301
Nutlin-3A,up,45,Kaposi sarcoma-associated herpesvirus infection,0.03600455384167936,4.327850877192983,14.386251742861743,CDKN1A;UBB;UBC,0.118414977079301
Nutlin-3A,up,44,Human papillomavirus infection,0.03580692031533405,3.3764913640866605,11.2424132522264,CDKN1A;PKM;ITGA3;MDM2,0.118414977079301
Nutlin-3A,up,48,Ubiquinone and other terpenoid-quinone biosynthesis,0.04049491842710541,26.91216216216216,86.2959682120762,NQO1,0.12485933181690836
Nutlin-3A,up,46,Focal adhesion,0.03985024225999675,4.151304713804714,13.378105802704681,ITGA3;FLNA;ACTN4,0.12485933181690836
Nutlin-3A,up,47,Epstein-Barr virus infection,0.04034511331293748,4.130234505862647,13.259229876879647,CDKN1A;MDM2;CALR,0.12485933181690836
Nutlin-3A,up,49,Cardiac muscle contraction,0.042298705818343385,6.394842868654311,20.226880247537856,COX8A;COX6A1,0.12775935634928207
Nutlin-3A,up,50,ECM-receptor interaction,0.04317953710039594,6.32016565785282,19.86041635019073,ITGA3;SDC1,0.12781142981717197
Nutlin-3A,up,51,Hypertrophic cardiomyopathy,0.04496171188296382,6.175902864259029,19.157304824692634,ITGA3;LMNA,0.13047712467997344
Nutlin-3A,up,52,Small cell lung cancer,0.04677082282978011,6.038051750380517,18.491507608192848,CDKN1A;ITGA3,0.13311695728475878
Nutlin-3A,up,53,Pathways in cancer,0.04911810498347116,2.634302009777295,7.938541747906008,NQO1;CDKN1A;ITGA3;GSTP1;MDM2,0.1371599912745987
Nutlin-3A,up,54,Dilated cardiomyopathy,0.05046789423177553,5.779947537161178,17.26133880145489,ITGA3;LMNA,0.13831941382042182
Nutlin-3A,up,55,Human cytomegalovirus infection,0.05258026903423401,3.6980105105105103,10.892173198328596,CDKN1A;MDM2;CALR,0.14148872394666606
Nutlin-3A,up,56,Amoebiasis,0.056203426644554716,5.431506849315069,15.636099989268667,PRDX1;ACTN4,0.14846931908621167
Nutlin-3A,up,57,Protein digestion and absorption,0.05718075126968963,5.377458293774583,15.387801000971661,SLC3A2;SLC1A5,0.14846931908621167
Nutlin-3A,up,58,Nitrogen metabolism,0.061896656139105055,16.815033783783782,46.78428556789713,CA12,0.15526618828114488
Nutlin-3A,up,59,Phenylalanine metabolism,0.061896656139105055,16.815033783783782,46.78428556789713,ALDH3A1,0.15526618828114488
Nutlin-3A,up,60,Salmonella infection,0.06703286768302724,3.3331639566395665,9.00811630540095,FLNA;PFN1;GAPDH,0.16534774028480054
Nutlin-3A,up,61,Histidine metabolism,0.07937110842625347,12.808236808236808,32.45121583769236,ALDH3A1,0.1925725253620576
Nutlin-3A,up,62,Mismatch repair,0.08282726211637345,12.225429975429975,30.453521852291058,PCNA,0.19457833005116304
Nutlin-3A,up,63,Protein export,0.08282726211637345,12.225429975429975,30.453521852291058,SEC61A1,0.19457833005116304
Nutlin-3A,up,64,Purine metabolism,0.08452220613160638,4.270952432315823,10.552417218169387,PKM;NME1,0.19545760167933976
Nutlin-3A,up,65,FoxO signaling pathway,0.08676509873259489,4.2043113518105555,10.277652789970434,CDKN1A;MDM2,0.1975574555757545
Nutlin-3A,up,66,Oxidative phosphorylation,0.08902592606726308,4.1397051134581195,10.013233181112826,COX8A;COX6A1,0.199633894817499
Nutlin-3A,up,67,beta-Alanine metabolism,0.10666448008193466,9.271202236719478,20.749572437350395,ALDH3A1,0.2356170604794975
Nutlin-3A,up,68,Galactose metabolism,0.1100195153566116,8.961711711711711,19.77937166333769,AKR1B10,0.23598388801128287
Nutlin-3A,up,69,RNA polymerase,0.1100195153566116,8.961711711711711,19.77937166333769,POLR2L,0.23598388801128287
Nutlin-3A,up,71,Base excision repair,0.1166923329201196,8.400760135135135,18.046634236870386,PCNA,0.2400204118536332
Nutlin-3A,up,74,Pentose and glucuronate interconversions,0.1200102059268166,8.145782145782146,17.270512093187097,AKR1B10,0.2400204118536332
Nutlin-3A,up,70,Non-alcoholic fatty liver disease,0.11497173155952459,3.540513922463963,7.658375886246893,COX8A;COX6A1,0.2400204118536332
Nutlin-3A,up,72,Hepatitis C,0.11741900179025401,3.4944763588157315,7.485191178019578,CDKN1A;CD81,0.2400204118536332
Nutlin-3A,up,73,Necroptosis,0.11987954393009556,3.4496117267254167,7.317550419590167,SQSTM1;FTL,0.2400204118536332
Nutlin-3A,up,76,Tyrosine metabolism,0.12660910599668915,7.67953667953668,15.870920964553154,ALDH3A1,0.24335256737025965
Nutlin-3A,up,77,DNA replication,0.12660910599668915,7.67953667953668,15.870920964553154,PCNA,0.24335256737025965
Nutlin-3A,up,75,Hepatitis B,0.12359452386956798,3.3844178082191783,7.075968284178322,CDKN1A;PCNA,0.24335256737025965
Nutlin-3A,up,78,Thyroid cancer,0.1298902228088851,7.4658408408408405,15.238271103442942,CDKN1A,0.24645837148352556
Nutlin-3A,up,81,Porphyrin and chlorophyll metabolism,0.14932306061762105,6.397361647361647,12.165498814729759,BLVRB,0.27283719717787547
Nutlin-3A,up,80,Axon guidance,0.14902673591864218,3.0053272450532726,5.721029761435069,CFL1;PLXNB2,0.27283719717787547
Nutlin-3A,up,79,PI3K-Akt signaling pathway,0.1475447170868038,2.323599240265907,4.446495231793569,CDKN1A;ITGA3;MDM2,0.27283719717787547
Nutlin-3A,up,82,Type II diabetes mellitus,0.15887826166448996,5.96996996996997,10.982458365229922,PKM,0.2789894620046952
Nutlin-3A,up,84,Nucleotide excision repair,0.16203973495778623,5.839894242068155,10.628103516131034,PCNA,0.2789894620046952
Nutlin-3A,up,85,Pyruvate metabolism,0.16203973495778623,5.839894242068155,10.628103516131034,PKM,0.2789894620046952
Nutlin-3A,up,86,Transcriptional misregulation in cancer,0.1621154981919175,2.8457101658255226,5.17761667835039,CDKN1A;MDM2,0.2789894620046952
Nutlin-3A,up,83,Alzheimer disease,0.1609084699321536,2.2266621129326047,4.067932624182019,COX8A;COX6A1;GAPDH,0.2789894620046952
Nutlin-3A,up,87,Sphingolipid metabolism,0.1683275495268852,5.596002252252252,9.97120022915206,PSAP,0.28635031413768974
Nutlin-3A,up,88,Vibrio cholerae infection,0.1714539764404576,5.4815223386651954,9.666337985731483,SEC61A1,0.2883544149225878
Nutlin-3A,up,89,Ovarian steroidogenesis,0.1745688066121261,5.371621621621622,9.375823410278914,AKR1C3,0.2902941952651086
Nutlin-3A,up,91,Pyrimidine metabolism,0.18997048614867382,4.882063882063882,8.108554262113028,NME1,0.3089629884615794
Nutlin-3A,up,90,Human immunodeficiency virus 1 infection,0.18886702468487637,2.5720808871493803,4.286918297288825,CFL1;CALR,0.3089629884615794
Nutlin-3A,up,92,Endometrial cancer,0.19605145421397846,4.710289236605026,7.674842280837456,CDKN1A,0.3153871219964001
Nutlin-3A,up,93,Human T-cell leukemia virus 1 infection,0.19837447240130557,2.48822675336153,4.024952510194089,CDKN1A;CALR,0.3156927087676691
Nutlin-3A,up,94,Mineral absorption,0.2020873760561381,4.550160329821347,7.275957173916217,FTL,0.3161781775504739
Nutlin-3A,up,95,Steroid hormone biosynthesis,0.20508854760030737,4.474099099099099,7.088375395393361,AKR1C3,0.3161781775504739
Nutlin-3A,up,96,Glycerolipid metabolism,0.20508854760030737,4.474099099099099,7.088375395393361,AKR1B10,0.3161781775504739
Nutlin-3A,up,97,Basal cell carcinoma,0.21105751659730462,4.329337401918047,6.734823730110623,CDKN1A,0.3187399230245008
Nutlin-3A,up,98,Cytosolic DNA-sensing pathway,0.21105751659730462,4.329337401918047,6.734823730110623,POLR2L,0.3187399230245008
Nutlin-3A,up,99,Thermogenesis,0.21617998362626323,2.346039309112567,3.593296939449884,COX8A;COX6A1,0.32317815734027233
Nutlin-3A,up,100,Chemical carcinogenesis,0.22583096675583028,2.2759378070631757,3.3865237518081033,GSTP1;EPHX1,0.33422983079862884
Nutlin-3A,up,101,Renal cell carcinoma,0.22870034854693458,3.9461446740858506,5.821915556214123,CDKN1A,0.33512526321729025
Nutlin-3A,up,102,Adherens junction,0.23449433745979759,3.833011583011583,5.559108072779519,ACTN4,0.3402466857259808
Nutlin-3A,up,103,Non-small cell lung cancer,0.23737520659224873,3.7788351732013705,5.4343928925821645,CDKN1A,0.34093731824226864
Nutlin-3A,up,104,Inositol phosphate metabolism,0.2402453780074235,3.7261636636636637,5.313861393498236,TPI1,0.34093731824226864
Nutlin-3A,up,105,PPAR signaling pathway,0.24310489088372234,3.6749352091817844,5.197322244292198,UBC,0.34093731824226864
Nutlin-3A,up,106,Thyroid hormone synthesis,0.2459537842415853,3.62509130752374,5.084595226425167,GPX2,0.34093731824226864
Nutlin-3A,up,107,Pancreatic cancer,0.2487920970957095,3.5765765765765765,4.975510450760623,CDKN1A,0.34093731824226864
Nutlin-3A,up,108,Pertussis,0.2487920970957095,3.5765765765765765,4.975510450760623,CFL1,0.34093731824226864
Nutlin-3A,up,109,RNA degradation,0.25724393907716264,3.4384961884961887,4.668551028853188,ENO1,0.3492853484717438
Nutlin-3A,up,110,B cell receptor signaling pathway,0.26282630447041827,3.352195945945946,4.479411738203964,CD81,0.3536208460147446
Nutlin-3A,up,111,Peroxisome,0.2656019430180232,3.310643977310644,4.389107923821362,PRDX1,0.35413592402403093
Nutlin-3A,up,113,Complement and coagulation cascades,0.27386713694678566,3.191924066924067,4.133899774535857,CLU,0.3555468093695112
Nutlin-3A,up,114,ErbB signaling pathway,0.27386713694678566,3.191924066924067,4.133899774535857,CDKN1A,0.3555468093695112
Nutlin-3A,up,112,Prion disease,0.2730379625963154,1.9869584997219836,2.5793591216433533,COX8A;COX6A1,0.3555468093695112
Nutlin-3A,up,115,Colorectal cancer,0.2766017531435907,3.1542130365659777,4.053720538658391,CDKN1A,0.35597443013262103
Nutlin-3A,up,116,Bile secretion,0.287438972224247,3.0118433039781354,3.7549997120099996,EPHX1,0.36673248180334966
Nutlin-3A,up,117,Salivary secretion,0.29546161390307396,2.913190364277321,3.5518093308392777,CST3,0.37057897336995715
Nutlin-3A,up,118,Rheumatoid arthritis,0.29546161390307396,2.913190364277321,3.5518093308392777,CTSL,0.37057897336995715
Nutlin-3A,up,119,Fc gamma R-mediated phagocytosis,0.30601998392223567,2.791244369369369,3.305126057345754,CFL1,0.38059628252513344
Nutlin-3A,up,120,Hematopoietic cell lineage,0.3112404688406589,2.734004412575841,3.191101117194685,ITGA3,0.38386324490347934
Nutlin-3A,up,121,Chagas disease,0.3189986257224674,2.6523949692266524,3.0305428997187303,CALR,0.3901801372473155
